0.201263,0.0105971,0.237332,0.0143396,0.0752634,-0.0229601,0.996796,0.132454,1.18834,-1.91827,-0.178072,1.14963,-1.97019,0.0675212,0.840346,-1.71987,0.0242553,0.965681,-1.79547,1.13401,-2.1914,-3.13266,-3.48945,-0.00152098,0.0251633,0.00925502,0.0214294,-0.000976628,-0.00608921,0.107372,-0.0220936,-0.0487946,0.075678,0.133843,0.000698227,0.0452315,0.414783,-0.194158,-0.0443013,0.540029,-0.371667,0.00259675,0.277156,-0.0864325,0.00155083,0.332063,-0.160537,0,0,0,0,0,0,0,0,0,0
0.202036,0.010396,0.236867,0.0147273,0.0757731,-0.0229736,0.996752,0.132846,1.19222,-1.91954,-0.17844,1.15479,-1.97323,0.067546,0.84326,-1.72061,0.0242734,0.969165,-1.79697,1.13401,-2.1914,-3.13266,-3.48945,-0.00152098,0.0251633,0.00925502,0.0214294,-0.000976628,-0.00608921,0.104026,-0.0218298,-0.0381823,0.0748362,0.0856632,0.0020074,0.0352889,0.369224,-0.0846905,-0.0319306,0.499055,-0.260537,0.00243088,0.298456,-0.0648951,0.00203534,0.356642,-0.141174,0,0,0,0,0,0,0,0,0,0
0.202978,0.0101496,0.236402,0.0150994,0.0760902,-0.0229798,0.996722,0.133145,1.19565,-1.9199,-0.178699,1.15951,-1.97527,0.0675725,0.846247,-1.72108,0.0243012,0.972742,-1.79819,1.13401,-2.1914,-3.13266,-3.48945,-0.00152098,0.0251633,0.00925502,0.0214294,-0.000976628,-0.00608921,0.0992771,-0.0208801,-0.0261537,0.0713302,0.0531624,0.00416768,0.0264724,0.326424,-0.00596809,-0.0219434,0.452668,-0.167717,0.00278995,0.297243,-0.034465,0.0032961,0.356305,-0.109347,0,0,0,0,0,0,0,0,0,0
0.20389,0.00991348,0.236057,0.0154443,0.0762591,-0.0229801,0.996704,0.133368,1.19866,-1.91952,-0.178853,1.16375,-1.97644,0.0676016,0.849213,-1.72128,0.0243405,0.97627,-1.79909,1.13401,-2.1914,-3.13266,-3.48945,-0.00152098,0.0251633,0.00925502,0.0214294,-0.000976628,-0.00608921,0.0942387,-0.0195572,-0.0151936,0.0657132,0.0240232,0.00472624,0.0196457,0.283243,0.0674464,-0.0112319,0.405327,-0.083122,0.00289107,0.296512,-0.0114131,0.00422331,0.350276,-0.077154,0,0,0,0,0,0,0,0,0,0
0.204765,0.00968972,0.235819,0.0157623,0.0763002,-0.0229807,0.996695,0.133524,1.20124,-1.91846,-0.178919,1.16755,-1.97687,0.0676217,0.85215,-1.72128,0.0243788,0.979704,-1.79969,1.13401,-2.1914,-3.13266,-3.48945,-0.00152098,0.0251633,0.00925502,0.0214294,-0.000976628,-0.00608921,0.0888486,-0.0183261,-0.00608068,0.061971,0.00181855,0.00434329,0.0129069,0.241327,0.127809,-0.0038769,0.363695,-0.020745,0.00122267,0.289898,0.00846404,0.00335516,0.337096,-0.0480225,0,0,0,0,0,0,0,0,0,0
0.205599,0.00947604,0.23567,0.0160653,0.0762524,-0.0229825,0.996694,0.133613,1.20341,-1.91689,-0.178927,1.17094,-1.97677,0.067623,0.854953,-1.72104,0.0244061,0.982967,-1.80001,1.13401,-2.1914,-3.13266,-3.48945,-0.00152098,0.0251633,0.00925502,0.0214294,-0.000976628,-0.00608921,0.0832577,-0.0173603,0.00172609,0.059791,-0.0145885,0.00455895,0.00641649,0.200384,0.176861,0.00107376,0.323012,0.030644,-0.000457976,0.273692,0.0332902,0.00247426,0.319538,-0.0224075,0,0,0,0,0,0,0,0,0,0
0.206387,0.00927083,0.235601,0.0164117,0.0760912,-0.0229826,0.996701,0.133649,1.20549,-1.91441,-0.178871,1.17448,-1.976,0.0676117,0.858099,-1.72046,0.0244367,0.98668,-1.80013,1.13401,-2.1914,-3.13266,-3.48945,-0.00152098,0.0251633,0.00925502,0.0214294,-0.000976628,-0.00608921,0.0774542,-0.0165893,0.00835168,0.0568231,-0.0333101,0.00493748,0.000987005,0.155202,0.226863,0.00754714,0.275144,0.0868784,-0.00108016,0.254254,0.0588274,0.00279516,0.302632,-0.00227019,0,0,0,0,0,0,0,0,0,0
0.207127,0.00907266,0.2356,0.0166303,0.0759235,-0.0229827,0.99671,0.133645,1.20659,-1.91245,-0.178786,1.17653,-1.97514,0.0676035,0.860073,-1.71992,0.024462,0.989047,-1.80009,1.13401,-2.1914,-3.13266,-3.48945,-0.00152098,0.0251633,0.00925502,0.0214294,-0.000976628,-0.00608921,0.0715046,-0.0159748,0.0139548,0.0545099,-0.0449553,0.00479858,-0.00131946,0.127618,0.254993,0.012514,0.244681,0.119383,-0.000980772,0.242067,0.0722188,0.00339571,0.291712,0.00777203,0,0,0,0,0,0,0,0,0,0
0.207815,0.0088811,0.235659,0.0168878,0.0756561,-0.0229847,0.996726,0.133619,1.20767,-1.90972,-0.178622,1.17875,-1.97373,0.0675954,0.862392,-1.7191,0.0245005,0.991859,-1.79993,1.13401,-2.1914,-3.13266,-3.48945,-0.00152098,0.0251633,0.00925502,0.0214294,-0.000976628,-0.00608921,0.0654578,-0.0153727,0.018815,0.0511396,-0.0567565,0.0042112,-0.00318444,0.0949079,0.283999,0.018844,0.207418,0.153972,-0.000671838,0.224644,0.0880161,0.00412176,0.273132,0.0229602,0,0,0,0,0,0,0,0,0,0
0.20845,0.00869671,0.235773,0.0171258,0.0753411,-0.02299,0.996746,0.13358,1.20843,-1.90674,-0.178398,1.18061,-1.97202,0.0675907,0.864516,-1.71813,0.0245454,0.994449,-1.79959,1.13401,-2.1914,-3.13266,-3.48945,-0.00152098,0.0251633,0.00925502,0.0214294,-0.000976628,-0.00608921,0.0593692,-0.0147222,0.0231001,0.0473902,-0.0650484,0.00335829,-0.00435075,0.0638431,0.306113,0.0247671,0.170967,0.181958,-0.00034336,0.203905,0.103692,0.00472571,0.249076,0.0407636,0,0,0,0,0,0,0,0,0,0
