window,start_idx,cost,feasibility,mass_estimate,min_info_eig,max_info_eig,extraction_status,information_forgetting_factor,arrival_prior_diag_0,arrival_prior_diag_1,arrival_prior_diag_2,arrival_prior_diag_3,arrival_prior_diag_4,arrival_prior_diag_5,arrival_prior_diag_6,arrival_prior_diag_7,arrival_prior_diag_8,arrival_prior_diag_9,marginal_hessian_diag_0,marginal_hessian_diag_1,marginal_hessian_diag_2,marginal_hessian_diag_3,marginal_hessian_diag_4,marginal_hessian_diag_5,marginal_hessian_diag_6,marginal_hessian_diag_7,marginal_hessian_diag_8,marginal_hessian_diag_9,theta_0,theta_1,theta_2,theta_3,theta_4,theta_5,theta_6,theta_7,theta_8,theta_9
147,24700,19574.5970858,0,14.0272607952,16214.4927687,3303536695.55,dropped_horizon_backward,1,533258533.572,24865.6951786,18795.4322057,16963.6239242,281894.700602,1951698.441,980745.758127,1663399378.36,3278983949.55,6933671.02489,536977666.931,24928.7063312,18820.9212768,16971.9932482,284478.086098,1962205.69765,988716.037804,1674800389.01,3301092989.01,6957740.14823,1.32050131797,-2.22456967852,-3.00051156546,-3.22249205021,0.0353204289245,-0.0507041429879,0.133800853423,0.026932865257,0.016436749202,0.067317138026
148,24800,20353.7493063,0,14.0282866383,16215.3773754,3325835666.8,dropped_horizon_backward,1,536977666.931,24928.7063312,18820.9212768,16971.9932482,284478.086098,1962205.69765,988716.037804,1674800389.01,3301092989.01,6957740.14823,540836507.969,24992.3245231,18833.397068,16977.5484185,286516.043295,1975062.10434,998255.147837,1686492530.23,3323365326.46,6991177.7053,1.32053788268,-2.2250563859,-2.99949776185,-3.22059985046,0.0386072071212,-0.0522640974735,0.13330281358,0.026901225274,0.0164019795441,0.065880647873
149,24900,19991.1040292,0,14.0270158147,16216.2076079,3348488636.78,dropped_horizon_backward,1,540836507.969,24992.3245231,18833.397068,16977.5484185,286516.043295,1975062.10434,998255.147837,1686492530.23,3323365326.46,6991177.7053,544245620.725,25060.0679417,18856.9627381,16987.5247754,289143.01412,1992283.98977,1006867.45782,1697723793.04,3345984024.83,7050239.66722,1.32049258559,-2.22592068162,-2.99950685549,-3.21809741872,0.0374260877498,-0.0514324213784,0.133797833405,0.0269112803377,0.0164043808898,0.0662682564386
150,25000,18863.8300381,0,14.0271578535,16216.7822315,3370285942.38,dropped_horizon_backward,1,544245620.725,25060.0679417,18856.9627381,16987.5247754,289143.01412,1992283.98977,1006867.45782,1697723793.04,3345984024.83,7050239.66722,547890575.03,25102.1909065,18883.2145163,16996.4162549,291270.779128,2006733.52435,1013467.35919,1708994442.17,3367757013.21,7097261.45591,1.32049764861,-2.22580990812,-2.99993921667,-3.21797776418,0.0363644098726,-0.050761389569,0.133704928875,0.0269353899874,0.0164146402866,0.0669496592475
151,25100,20959.418341,0,14.0285072085,16217.2749971,3393493260.55,dropped_horizon_backward,1,547890575.03,25102.1909065,18883.2145163,16996.4162549,291270.779128,2006733.52435,1013467.35919,1708994442.17,3367757013.21,7097261.45591,551800897.089,25148.16198,18903.426038,17004.3218848,292969.516705,2019416.00138,1020085.91861,1720967206.57,3390949575.92,7153732.68812,1.32054574424,-2.2263118519,-2.99851527789,-3.21620500784,0.0381758963674,-0.0516157814567,0.133169816003,0.026902617988,0.0163980532083,0.06568514132
152,25200,23140.9503313,0,14.0271470275,16217.799621,3416760468.4,dropped_horizon_backward,1,551800897.089,25148.16198,18903.426038,17004.3218848,292969.516705,2019416.00138,1020085.91861,1720967206.57,3390949575.92,7153732.68812,555194886.513,25188.4329399,18929.4445853,17015.4303314,295251.482491,2036457.45498,1026436.29901,1732021790.81,3414222005.05,7202954.203,1.32049726272,-2.22733439646,-2.99880234224,-3.21450637411,0.03790760241,-0.0519355655096,0.133929116898,0.0269037044998,0.0164109434146,0.0659268331374
153,25300,19222.5300423,0,14.0277939909,16218.6075566,3438922147.98,dropped_horizon_backward,1,555194886.513,25188.4329399,18929.4445853,17015.4303314,295251.482491,2036457.45498,1026436.29901,1732021790.81,3414222005.05,7202954.203,558906964.442,25251.5073951,18953.9896749,17023.4480532,297923.479445,2047310.9768,1034524.49232,1743428324.64,3436378169.85,7225995.41744,1.3205203233,-2.22698016294,-2.99952628948,-3.21443299622,0.0361937098416,-0.0514899248907,0.133445575566,0.0269278134346,0.0164194854039,0.066660171886
154,25400,20318.6926593,0,14.0286605839,16219.6174008,3461220158.82,dropped_horizon_backward,1,558906964.442,25251.5073951,18953.9896749,17023.4480532,297923.479445,2047310.9768,1034524.49232,1743428324.64,3436378169.85,7225995.41744,562762384.766,25321.0652542,18966.6079168,17029.2345839,300114.352861,2061187.97218,1045058.33583,1755148582.03,3458649492.51,7259530.09035,1.32055121078,-2.22732910315,-2.998102236,-3.2123886146,0.0397728484966,-0.0532853791733,0.132567011926,0.0268915193449,0.0163798490187,0.0649474843418
155,25500,20731.1383247,0,14.0276154939,16220.3692966,3483938021.88,dropped_horizon_backward,1,562762384.766,25321.0652542,18966.6079168,17029.2345839,300114.352861,2061187.97218,1045058.33583,1755148582.03,3458649492.51,7259530.09035,566180815.87,25386.1115814,18989.9161638,17039.4182655,302646.095174,2078204.98175,1053364.64719,1766435765.8,3481332200.3,7321514.02105,1.320513961,-2.22819256184,-2.99784878417,-3.20973053012,0.0387042683111,-0.0524602850673,0.132972829156,0.0268967989639,0.016380378351,0.0652085942555
156,25600,19965.5047965,0,14.0276372479,16220.9164366,3505824196.34,dropped_horizon_backward,1,566180815.87,25386.1115814,18989.9161638,17039.4182655,302646.095174,2078204.98175,1053364.64719,1766435765.8,3481332200.3,7321514.02105,569857117.959,25426.7071196,19018.0897886,17048.9831736,304844.224271,2092555.5788,1059777.80932,1777768465.83,3503194476,7370875.77292,1.3205147364,-2.22808283551,-2.99832935912,-3.20966268941,0.037654595049,-0.0517624022091,0.132964082724,0.0269222152303,0.0163925330234,0.0659372593372
157,25700,21799.9864933,0,14.0287384896,16221.440649,3529138744.43,dropped_horizon_backward,1,569857117.959,25426.7071196,19018.0897886,17048.9831736,304844.224271,2092555.5788,1059777.80932,1777768465.83,3503194476,7370875.77292,573780039.552,25472.5858404,19038.9298119,17057.121255,306617.848673,2105049.00409,1066296.80544,1789790157.02,3526494762.09,7427774.58329,1.32055398743,-2.22857808768,-2.99685427417,-3.20772163479,0.0394217664106,-0.0526233171513,0.132376797911,0.0268886204892,0.0163752303079,0.0646638521283
158,25800,23837.4831795,0,14.0274165556,16221.9782205,3552352385.77,dropped_horizon_backward,1,573780039.552,25472.5858404,19038.9298119,17057.121255,306617.848673,2105049.00409,1066296.80544,1789790157.02,3526494762.09,7427774.58329,577160998.463,25512.9821951,19064.8559764,17067.9304554,308899.094635,2122761.76288,1072787.04331,1800808844.2,3549713822.99,7474802.66212,1.32050687,-2.22961090862,-2.99723003774,-3.20606102103,0.0390805509632,-0.0528920051536,0.133161283911,0.0268894612579,0.0163894229964,0.064945030412
159,25900,20003.4681015,0,14.0282877027,16222.7851689,3574568735.94,dropped_horizon_backward,1,577160998.463,25512.9821951,19064.8559764,17067.9304554,308899.094635,2122761.76288,1072787.04331,1800808844.2,3549713822.99,7474802.66212,580888849.559,25576.5956478,19090.1092464,17076.4487883,311658.451154,2133473.84966,1080978.00659,1812242767.51,3571924596.28,7497822.40392,1.32053792062,-2.22931527688,-2.99795645668,-3.20586615028,0.0373830929207,-0.0523861791426,0.132791384457,0.0269096414275,0.0163981725588,0.06569092196
160,26000,20605.3932285,0,14.0292012371,16223.7970975,3596947984.07,dropped_horizon_backward,1,580888849.559,25576.5956478,19090.1092464,17076.4487883,311658.451154,2133473.84966,1080978.00659,1812242767.51,3571924596.28,7497822.40392,584753736.529,25645.5003162,19102.3853228,17082.3870616,313859.418366,2147209.85591,1091495.7677,1823980388.94,3594277039.7,7532295.96827,1.32057048,-2.22973947002,-2.99663944058,-3.20380319044,0.0407979575632,-0.0540534922608,0.132029564572,0.0268751654319,0.0163614720758,0.0640984916533
161,26100,20775.6266721,0,14.0283299094,16224.5446236,3619659142.51,dropped_horizon_backward,1,584753736.529,25645.5003162,19102.3853228,17082.3870616,313859.418366,2147209.85591,1091495.7677,1823980388.94,3594277039.7,7532295.96827,588164643.001,25710.9392654,19126.7915851,17092.9019397,316610.459649,2163941.26327,1099804.81317,1835245857.81,3616953909.06,7592618.58351,1.32053942496,-2.23063036905,-2.99642781446,-3.20108356987,0.0397767702533,-0.0532071414601,0.132487394819,0.0268808314813,0.0163635357318,0.0643899621439
162,26200,19171.8862365,0,14.0283293989,16225.0964941,3641535147,dropped_horizon_backward,1,588164643.001,25710.9392654,19126.7915851,17092.9019397,316610.459649,2163941.26327,1099804.81317,1835245857.81,3616953909.06,7592618.58351,591817028.447,25751.9955438,19154.2662799,17102.4561024,318824.243365,2178436.94719,1106341.66085,1846552459.75,3638804326.41,7641871.70284,1.32053940677,-2.23051747361,-2.99680231276,-3.20090892708,0.0387128655412,-0.0526090624062,0.13240473671,0.0269048947301,0.0163718213596,0.0649816582383
163,26300,21229.57024,0,14.0293883707,16225.6895049,3664892988.45,dropped_horizon_backward,1,591817028.447,25751.9955438,19154.2662799,17102.4561024,318824.243365,2178436.94719,1106341.66085,1846552459.75,3638804326.41,7641871.70284,595755982.822,25801.4855823,19176.2412048,17111.1280222,320868.991271,2191676.58025,1113423.4855,1858615128.08,3662148659.73,7698747.51581,1.32057714939,-2.23101208488,-2.99535475262,-3.19902949363,0.0404517784023,-0.0534338995324,0.131871416329,0.0268758032213,0.0163560140275,0.0637932650484
164,26400,23437.1896577,0,14.027937225,16226.2514704,3688126243.02,dropped_horizon_backward,1,595755982.822,25801.4855823,19176.2412048,17111.1280222,320868.991271,2191676.58025,1113423.4855,1858615128.08,3662148659.73,7698747.51581,599135167.96,25842.5828717,19201.4915015,17122.1896927,323223.357717,2209500.37369,1120035.02637,1869646840.43,3685387372.98,7745837.28199,1.32052542865,-2.23209081354,-2.99573902927,-3.19726973401,0.0401645404503,-0.0537126006817,0.132636030108,0.0268793005602,0.0163692341906,0.0640485139417
165,26500,19868.808626,0,14.0287839624,16227.118308,3710350641.85,dropped_horizon_backward,1,599135167.96,25842.5828717,19201.4915015,17122.1896927,323223.357717,2209500.37369,1120035.02637,1869646840.43,3685387372.98,7745837.28199,602859410.397,25909.4652861,19227.1778937,17131.0794447,326219.850228,2220462.74315,1128776.54218,1881079789.69,3707606529.25,7769294.86566,1.32055560813,-2.23174920343,-2.99634918078,-3.19702681178,0.0386467698491,-0.0532416787045,0.132242024589,0.0268977902117,0.0163780177416,0.0647545187319
166,26600,21099.9726744,0,14.0297676964,16228.1449144,3732837842.13,dropped_horizon_backward,1,602859410.397,25909.4652861,19227.1778937,17131.0794447,326219.850228,2220462.74315,1128776.54218,1881079789.69,3707606529.25,7769294.86566,606734335.846,25978.7657312,19240.9766021,17137.2322467,328641.410481,2234107.08156,1139357.95946,1892850600.72,3730067191.3,7804337.10383,1.32059066817,-2.23216939227,-2.99511622082,-3.1949405347,0.0419905697819,-0.0548819049051,0.131491055942,0.0268619490802,0.0163420213591,0.0632104319647
167,26700,20281.5163398,0,14.0287405457,16228.9030789,3755519184.06,dropped_horizon_backward,1,606734335.846,25978.7657312,19240.9766021,17137.2322467,328641.410481,2234107.08156,1139357.95946,1892850600.72,3730067191.3,7804337.10383,610136275.295,26044.2522234,19264.4718369,17147.5745005,331351.121131,2251701.15336,1148042.24165,1904115119.83,3752715077.12,7859665.02982,1.32055406071,-2.23309542438,-2.9952429224,-3.19253784653,0.0412047916857,-0.0541373272867,0.132188017503,0.0268709548861,0.0163450623289,0.06358068493
168,26800,18914.5957551,0,14.0286683286,16229.4971555,3777421738.02,dropped_horizon_backward,1,610136275.295,26044.2522234,19264.4718369,17147.5745005,331351.121131,2251701.15336,1148042.24165,1904115119.83,3752715077.12,7859665.02982,613805303.722,26086.9496695,19291.5919087,17157.2066079,333666.821759,2266908.10774,1154885.15571,1915461106.24,3774593001.75,7910846.95828,1.32055148681,-2.23292450885,-2.99561913704,-3.19238779137,0.0400656438452,-0.053472602601,0.132113669637,0.0268944935031,0.0163551470469,0.0642100396944
169,26900,20479.6279368,0,14.0297674531,16230.1465824,3800757097.21,dropped_horizon_backward,1,613805303.722,26086.9496695,19291.5919087,17157.2066079,333666.821759,2266908.10774,1154885.15571,1915461106.24,3774593001.75,7910846.95828,617728126.159,26134.3467068,19312.2718029,17165.7458195,335596.018268,2279768.03309,1161843.72465,1927517659.33,3797915224.63,7965466.12191,1.3205906595,-2.23338607398,-2.99401022233,-3.19043788364,0.0420229827901,-0.0544431213671,0.131472908568,0.0268617236757,0.0163372674598,0.0629082482688
170,27000,22046.8909277,0,14.0287108006,16230.7370393,3824033534.04,dropped_horizon_backward,1,617728126.159,26134.3467068,19312.2718029,17165.7458195,335596.018268,2279768.03309,1161843.72465,1927517659.33,3797915224.63,7965466.12191,621108266.852,26174.6192801,19339.8666907,17177.563497,338113.158731,2297884.68746,1168374.49279,1938584523.62,3821196531.31,8014930.14185,1.32055300056,-2.23457503112,-2.99428221497,-3.18843698967,0.0419835957482,-0.0548538868772,0.132151825997,0.0268606839561,0.0163468423209,0.0630085214399
171,27100,18458.1759532,0,14.0295815068,16231.6093043,3846300253.42,dropped_horizon_backward,1,621108266.852,26174.6192801,19339.8666907,17177.563497,338113.158731,2297884.68746,1168374.49279,1938584523.62,3821196531.31,8014930.14185,624829563.711,26239.5821358,19364.7598023,17186.5591705,341011.922774,2308795.73712,1177015.76561,1950007672.33,3843457734.27,8037999.61547,1.32058403261,-2.23418978808,-2.99486855781,-3.18823891468,0.0404316917152,-0.0543720357618,0.131778774724,0.0268784706684,0.0163555341338,0.0637013587023
172,27200,19932.7886363,0,14.0303180988,16232.6768812,3868780066.47,dropped_horizon_backward,1,624829563.711,26239.5821358,19364.7598023,17186.5591705,341011.922774,2308795.73712,1177015.76561,1950007672.33,3843457734.27,8037999.61547,628697950.631,26307.7566349,19377.812753,17192.8803596,343415.491303,2323100.8258,1187632.73175,1961785680.8,3865910449.83,8072812.72374,1.32061028331,-2.23461466958,-2.9936315689,-3.1861593597,0.0436016191661,-0.0559681358981,0.131025011153,0.0268443513169,0.0163206466968,0.0621865060556
173,27300,20217.0811577,0,14.0295490877,16233.4441739,3891538994.59,dropped_horizon_backward,1,628697950.631,26307.7566349,19377.812753,17192.8803596,343415.491303,2323100.8258,1187632.73175,1961785680.8,3865910449.83,8072812.72374,632100203,26370.997478,19401.124149,17203.3258771,346164.933366,2340606.30046,1196035.53704,1973066932.12,3888635467.43,8128490.87572,1.32058287722,-2.23546393807,-2.99347496463,-3.1835683911,0.0426546070693,-0.0552185357874,0.131524167748,0.0268475675319,0.0163228865507,0.0624837657538
174,27400,19273.2097533,0,14.0296563058,16234.0700009,3913475577.08,dropped_horizon_backward,1,632100203,26370.997478,19401.124149,17203.3258771,346164.933366,2340606.30046,1196035.53704,1973066932.12,3888635467.43,8128490.87572,635747055.33,26413.2087424,19431.2328932,17213.7457624,348648.585295,2355829.01752,1203000.37012,1984393410.82,3910546919.85,8177080.53694,1.32058669836,-2.23524376346,-2.99386543966,-3.18351775659,0.0416382246151,-0.0545480883295,0.13146010878,0.0268722973796,0.0163328066356,0.0631303576373
175,27500,20806.2757927,0,14.0305977711,16234.8216893,3936877616.61,dropped_horizon_backward,1,635747055.33,26413.2087424,19431.2328932,17213.7457624,348648.585295,2355829.01752,1203000.37012,1984393410.82,3910546919.85,8177080.53694,639678883.552,26463.0498562,19452.5795261,17222.7207446,350676.180835,2369379.98899,1210411.15068,1996474909.45,3933936008.93,8232599.48853,1.32062024992,-2.23567419476,-2.99211968541,-3.18146571889,0.0435584437337,-0.0555501487401,0.130751737908,0.0268381218622,0.0163142541593,0.0617880712299
176,27600,21958.9402977,0,14.0294184671,16235.475753,3960146047.19,dropped_horizon_backward,1,639678883.552,26463.0498562,19452.5795261,17222.7207446,350676.180835,2369379.98899,1210411.15068,1996474909.45,3933936008.93,8232599.48853,643053502.525,26504.1297551,19479.2396812,17234.3822101,353095.979221,2388277.29143,1217342.03801,2007526379,3957209597.51,8280300.98041,1.32057822201,-2.23684986168,-2.99263284647,-3.17977742671,0.0432923850003,-0.0557404992925,0.131569933297,0.0268415663289,0.0163279188917,0.062092754816
177,27700,18688.9391576,0,14.0303790528,16236.4182759,3982473010.91,dropped_horizon_backward,1,643053502.525,26504.1297551,19479.2396812,17234.3822101,353095.979221,2388277.29143,1217342.03801,2007526379,3957209597.51,8280300.98041,646786473.259,26570.7369847,19504.9199494,17243.5602606,356253.845387,2399227.48551,1226226.43286,2018976588.73,3979531196.63,8302839.61671,1.32061245553,-2.23646486038,-2.99320566724,-3.17959311152,0.0417052569277,-0.05523851211,0.131261955472,0.0268572895652,0.0163368254025,0.0627824909634
178,27800,19792.8065134,0,14.0311912059,16237.5479551,4004984415.27,dropped_horizon_backward,1,646786473.259,26570.7369847,19504.9199494,17243.5602606,356253.845387,2399227.48551,1226226.43286,2018976588.73,3979531196.63,8302839.61671,650650544.66,26638.8542239,19518.3548527,17249.900954,358802.762749,2413488.65949,1236867.19635,2030754308.02,4002015889.56,8337407.99777,1.32064139736,-2.23690186913,-2.99197709843,-3.17746633931,0.0448191821252,-0.0568128704161,0.130510183395,0.0268236493086,0.0163024704344,0.0612824556522
179,27900,19963.5573022,0,14.0302310467,16238.3476067,4027707322.9,dropped_horizon_backward,1,650650544.66,26638.8542239,19518.3548527,17249.900954,358802.762749,2413488.65949,1236867.19635,2030754308.02,4002015889.56,8337407.99777,654042154.224,26703.8468401,19542.9166878,17260.7555625,361737.649433,2431293.52017,1245594.00431,2042036000.36,4024704964.56,8392854.68803,1.32060718101,-2.23777022441,-2.99192402907,-3.1749325067,0.0440660783795,-0.0561223547929,0.131069843792,0.0268299667209,0.0163049185405,0.0615923296668
180,28000,18780.5898247,0,14.0303390721,16239.0463945,4049709885.1,dropped_horizon_backward,1,654042154.224,26703.8468401,19542.9166878,17260.7555625,361737.649433,2431293.52017,1245594.00431,2042036000.36,4024704964.56,8392854.68803,657719356.47,26747.7231232,19572.2174559,17271.0849879,364204.854202,2447262.69541,1252944.40824,2053413741.74,4046683200.45,8441291.73897,1.32061103074,-2.23761762174,-2.99235869169,-3.17477807821,0.0431622907309,-0.0555506047218,0.131080932411,0.0268487568772,0.0163147118555,0.0622101152593
181,28100,20631.7312779,0,14.0312437514,16239.8149778,4073158221.44,dropped_horizon_backward,1,657719356.47,26747.7231232,19572.2174559,17271.0849879,364204.854202,2447262.69541,1252944.40824,2053413741.74,4046683200.45,8441291.73897,661653489.349,26797.1216695,19593.7928698,17280.0973828,366394.59516,2460519.92231,1260214.28147,2065512980.28,4070118592.91,8496685.41855,1.3206432698,-2.2380148281,-2.99066117161,-3.17281812755,0.0447896332463,-0.0563691794525,0.130431349714,0.0268172258568,0.0162989179651,0.0610194747178
182,28200,21874.9095956,0,14.0301263644,16240.5041948,4096425372.26,dropped_horizon_backward,1,661653489.349,26797.1216695,19593.7928698,17280.0973828,366394.59516,2460519.92231,1260214.28147,2065512980.28,4070118592.91,8496685.41855,665021692.228,26839.1840906,19620.6392961,17291.514135,369051.352278,2478468.93672,1267056.04623,2076562824.15,4093390789.41,8542447.4758,1.3206034504,-2.23920580786,-2.99110308069,-3.17096643688,0.0446996341363,-0.0566277675997,0.131156048882,0.0268193603282,0.0163103972985,0.0612194697944
183,28300,18437.0355137,0,14.0310293333,16241.4723732,4118783506.36,dropped_horizon_backward,1,665021692.228,26839.1840906,19620.6392961,17291.514135,369051.352278,2478468.93672,1267056.04623,2076562824.15,4093390789.41,8542447.4758,668752241.905,26904.8122633,19646.6426993,17300.8090944,372309.115302,2489515.07145,1275927.01711,2088029376.77,4115743171.17,8564846.54439,1.32063562901,-2.23874713189,-2.9916070242,-3.17080166525,0.0431450188556,-0.0561236035642,0.130823394538,0.0268362097093,0.0163194104139,0.0618983019556
184,28400,19654.1480074,0,14.0317571817,16242.6859062,4141337138.83,dropped_horizon_backward,1,668752241.905,26904.8122633,19646.6426993,17300.8090944,372309.115302,2489515.07145,1275927.01711,2088029376.77,4115743171.17,8564846.54439,672618724.112,26973.651246,19660.1538313,17307.3202486,374930.908523,2504293.54135,1286883.25339,2099823704.8,4138269588.65,8600910.99901,1.32066156543,-2.23918772764,-2.99031269448,-3.16863109183,0.0461799472436,-0.057685106632,0.130044779323,0.026803176015,0.0162853502593,0.0603898144594
185,28500,19661.1883211,0,14.0308256049,16243.5369138,4164099512.03,dropped_horizon_backward,1,672618724.112,26973.651246,19660.1538313,17307.3202486,374930.908523,2504293.54135,1286883.25339,2099823704.8,4138269588.65,8600910.99901,676020285.03,27037.4764958,19684.8247975,17318.3520038,378009.794988,2522557.68756,1295608.61088,2111127687.31,4160999478.7,8653809.36516,1.32062836903,-2.24004830213,-2.99026406909,-3.16615454811,0.0455165565387,-0.0570653607171,0.130586485016,0.0268088957178,0.0162880893145,0.0606815044274
186,28600,18965.0174078,0,14.0308272298,16244.2557974,4186087173.8,dropped_horizon_backward,1,676020285.03,27037.4764958,19684.8247975,17318.3520038,378009.794988,2522557.68756,1295608.61088,2111127687.31,4160999478.7,8653809.36516,679686901.563,27080.5158081,19715.000397,17329.1910734,380637.596077,2538540.88133,1302832.42541,2122484879.52,4182962476.23,8703524.28733,1.32062842694,-2.23989733506,-2.9906719271,-3.16597168775,0.0446204712099,-0.0564683346607,0.130617014873,0.0268289579216,0.0162979870477,0.0612915918674
187,28700,20808.5806172,0,14.0317965113,16245.0562644,4209556502.08,dropped_horizon_backward,1,679686901.563,27080.5158081,19715.000397,17329.1910734,380637.596077,2538540.88133,1302832.42541,2122484879.52,4182962476.23,8703524.28733,683618904.927,27128.1725357,19736.5401136,17338.4730471,382826.503598,2551912.6255,1310010.43336,2134583509.52,4206419004.66,8758456.42458,1.32066296688,-2.2403360653,-2.98903716593,-3.16403059533,0.0461888538139,-0.0572577125238,0.130046137076,0.0267983817615,0.0162829527882,0.0601533850481
188,28800,21881.4792371,0,14.0306450079,16245.7831332,4232819820.35,dropped_horizon_backward,1,683618904.927,27128.1725357,19736.5401136,17338.4730471,382826.503598,2551912.6255,1310010.43336,2134583509.52,4206419004.66,8758456.42458,686989644.386,27169.4122458,19763.5288768,17350.1484742,385525.267199,2570081.3341,1316755.30806,2145647613.88,4229687210.31,8804309.37539,1.32062193327,-2.24150208013,-2.98944556604,-3.16211655743,0.0460944656329,-0.057506034885,0.13068959763,0.026801928696,0.0162942119634,0.0603498835717
189,28900,18697.2074089,0,14.0315699845,16246.8391995,4255220082.12,dropped_horizon_backward,1,686989644.386,27169.4122458,19763.5288768,17350.1484742,385525.267199,2570081.3341,1316755.30806,2145647613.88,4229687210.31,8804309.37539,690726470.075,27235.2036051,19789.5428344,17359.9719071,388826.506698,2581680.85138,1325868.94114,2157128201.58,4252082098.01,8826950.01243,1.32065489491,-2.24104676698,-2.98995188731,-3.16191862641,0.0446225335979,-0.0570025268435,0.130408288329,0.0268173427543,0.0163032672565,0.0610199941389
190,29000,19860.5366831,0,14.0322790321,16248.1148441,4277809923.38,dropped_horizon_backward,1,690726470.075,27235.2036051,19789.5428344,17359.9719071,388826.506698,2581680.85138,1325868.94114,2157128201.58,4252082098.01,8826950.01243,694585775.632,27303.6215365,19803.2175502,17366.6584196,391534.146249,2596846.43874,1336914.66599,2168929954.94,4274644398.29,8863972.51484,1.32068016042,-2.24146685044,-2.9886440152,-3.15968775351,0.0475494858892,-0.0585189441774,0.129610994101,0.0267835067432,0.0162700192386,0.0595501929158
191,29100,19846.9631281,0,14.0314403405,16248.9965592,4300556700.67,dropped_horizon_backward,1,694585775.632,27303.6215365,19803.2175502,17366.6584196,391534.146249,2596846.43874,1336914.66599,2168929954.94,4274644398.29,8863972.51484,697971148.693,27366.9875662,19828.0197556,17377.7463778,394672.547425,2615253.45052,1345674.46625,2180203093.86,4297359028.66,8915420.71102,1.32065027516,-2.24231068574,-2.98858220825,-3.1572100602,0.0469398676694,-0.0579281240642,0.130134292062,0.0267877695726,0.0162725974651,0.0598272889616
192,29200,19153.6847182,0,14.0315497611,16249.76587,4322588313.28,dropped_horizon_backward,1,697971148.693,27366.9875662,19828.0197556,17377.7463778,394672.547425,2615253.45052,1345674.46625,2180203093.86,4297359028.66,8915420.71102,701638115.355,27409.5221061,19858.0586202,17388.7277172,397330.563817,2631535.10069,1352932.68995,2191575769.39,4319366548.22,8964039.3542,1.32065417427,-2.24216197118,-2.98898431644,-3.15699576365,0.0460869726977,-0.057357791278,0.130174969577,0.0268055953114,0.0162820125843,0.0604161931848
193,29300,21005.6004845,0,14.0325097827,16250.6738173,4346097404.58,dropped_horizon_backward,1,701638115.355,27409.5221061,19858.0586202,17388.7277172,397330.563817,2631535.10069,1352932.68995,2191575769.39,4319366548.22,8964039.3542,705568112.987,27458.542007,19880.2434519,17398.4560727,399608.911208,2646113.53327,1360483.96767,2203692438.31,4342862797.67,9019210.92205,1.32068838249,-2.24256242422,-2.98720148322,-3.15495407089,0.0476493653874,-0.0581600998484,0.129544273781,0.0267736420813,0.0162657102052,0.0592343942822
194,29400,22067.5560387,0,14.0314167683,16251.4710579,4369329107.1,dropped_horizon_backward,1,705568112.987,27458.542007,19880.2434519,17398.4560727,399608.911208,2646113.53327,1360483.96767,2203692438.31,4342862797.67,9019210.92205,708925650.249,27499.3965994,19906.7217073,17409.8557866,402269.82134,2664507.46944,1367363.90083,2214748319.35,4366099169.12,9062241.48451,1.32064943518,-2.24377920504,-2.98777834478,-3.15317542775,0.0476376860654,-0.0583869583334,0.130265847904,0.0267754111956,0.0162768154669,0.0594478249283
195,29500,18775.2597438,0,14.0324120663,16252.5543463,4391790365.92,dropped_horizon_backward,1,708925650.249,27499.3965994,19906.7217073,17409.8557866,402269.82134,2664507.46944,1367363.90083,2214748319.35,4366099169.12,9062241.48451,712671690.583,27562.4935596,19932.352688,17419.4719597,405592.363179,2676205.7706,1376322.03134,2226252730.34,4388554698.37,9084192.91205,1.32068490069,-2.24331281599,-2.9882892494,-3.15299522465,0.0462320618039,-0.057863914756,0.130039227698,0.0267890042874,0.0162860954055,0.060118859177
196,29600,20010.5570286,0,14.0331133494,16253.8424486,4414371170.6,dropped_horizon_backward,1,712671690.583,27562.4935596,19932.352688,17419.4719597,405592.363179,2676205.7706,1376322.03134,2226252730.34,4388554698.37,9084192.91205,716517601.891,27627.5148931,19946.7884836,17426.4112546,408293.220538,2691745.54833,1387093.58527,2238024604.88,4411108140.09,9122944.47448,1.32070988804,-2.24387687481,-2.98717008528,-3.15077766911,0.0489855442282,-0.0592429838202,0.129420656154,0.0267587165168,0.0162553974499,0.0587772836619
197,29700,19875.4925575,0,14.0323325734,16254.7969103,4437116807.96,dropped_horizon_backward,1,716517601.891,27627.5148931,19946.7884836,17426.4112546,408293.220538,2691745.54833,1387093.58527,2238024604.88,4411108140.09,9122944.47448,719897319.64,27692.1101151,19972.2434188,17438.0081119,411554.538227,2710737.99276,1396222.57486,2249273995.06,4433822445.2,9172924.17292,1.32068206821,-2.24470554654,-2.98731386624,-3.14841257085,0.0483736165729,-0.0586473082098,0.129982331339,0.0267650073054,0.0162587016305,0.0591255518875
198,29800,19075.9607849,0,14.0324603116,16255.640223,4459168478.33,dropped_horizon_backward,1,719897319.64,27692.1101151,19972.2434188,17438.0081119,411554.538227,2710737.99276,1396222.57486,2249273995.06,4433822445.2,9172924.17292,723565606.419,27735.8851743,20003.0980119,17449.4643824,414331.843198,2727642.14905,1403835.67915,2260649236.39,4455849688.75,9221662.49841,1.32068661975,-2.24455418773,-2.98772910478,-3.14817829061,0.0476160585931,-0.0581050378909,0.130028816127,0.0267818506165,0.0162680040287,0.0597130385392
