window,start_idx,cost,feasibility,mass_estimate,min_info_eig,max_info_eig,extraction_status,information_forgetting_factor,arrival_prior_diag_0,arrival_prior_diag_1,arrival_prior_diag_2,arrival_prior_diag_3,arrival_prior_diag_4,arrival_prior_diag_5,arrival_prior_diag_6,arrival_prior_diag_7,arrival_prior_diag_8,arrival_prior_diag_9,marginal_hessian_diag_0,marginal_hessian_diag_1,marginal_hessian_diag_2,marginal_hessian_diag_3,marginal_hessian_diag_4,marginal_hessian_diag_5,marginal_hessian_diag_6,marginal_hessian_diag_7,marginal_hessian_diag_8,marginal_hessian_diag_9,theta_0,theta_1,theta_2,theta_3,theta_4,theta_5,theta_6,theta_7,theta_8,theta_9
53,15300,21592.3457835,0,13.9994499246,16121.9538114,1194113921.29,dropped_horizon_backward,1,191404112.797,19792.8696172,16920.1247117,16276.8291846,106517.461188,664095.370498,331975.949796,594750302.602,1170590539.23,2503394.01942,194797143.679,19870.5168333,16938.8611389,16284.5153955,108598.652921,681637.443375,339760.758989,605941646.777,1193224659.61,2584409.41449,1.31950901887,-2.18004787562,-3.00854798732,-3.34296728809,0.029605177731,-0.0470337632818,0.131363112059,0.0270702293927,0.016554271282,0.0716144921322
54,15400,20014.2508101,0,14.0000725482,16123.371314,1215596041.3,dropped_horizon_backward,1,194797143.679,19870.5168333,16938.8611389,16284.5153955,108598.652921,681637.443375,339760.758989,605941646.777,1193224659.61,2584409.41449,198404608.549,19915.9088784,16961.1173708,16290.8777237,110462.814075,695254.057778,345347.654638,617085645.306,1214682995.18,2631738.59812,1.31953125581,-2.18026464078,-3.00913426237,-3.3428180737,0.027417590314,-0.0452510862672,0.130960824413,0.0271408484508,0.0165796270808,0.0732740201595
55,15500,21509.5453591,0,14.0043134769,16124.225681,1238565390.7,dropped_horizon_backward,1,198404608.549,19915.9088784,16961.1173708,16290.8777237,110462.814075,695254.057778,345347.654638,617085645.306,1214682995.18,2631738.59812,202288130.613,19965.9982037,16979.5148272,16295.9914804,111826.769265,706535.485418,350819.558804,628948942.415,1237635954.54,2686870.57197,1.31968269383,-2.18050626561,-3.00762671159,-3.34144970547,0.0306329488039,-0.0468657617112,0.129952817202,0.0270693335714,0.0165513367735,0.0706777484591
56,15600,24739.5742105,0,14.0011970901,16125.6166764,1261867235.56,dropped_horizon_backward,1,202288130.613,19965.9982037,16979.5148272,16295.9914804,111826.769265,706535.485418,350819.558804,628948942.415,1237635954.54,2686870.57197,205675062.021,20012.2504923,17000.806727,16304.2443769,113672.346239,723430.946149,357298.819703,639914890.292,1260940505.36,2739714.01066,1.3195714162,-2.1814587498,-3.0082279558,-3.34027827446,0.0297558055237,-0.0476237684707,0.131829899983,0.0270545644197,0.0165945905814,0.0715406122792
57,15700,19930.6206179,0,14.003201921,16127.4286069,1283624701,dropped_horizon_backward,1,205675062.021,20012.2504923,17000.806727,16304.2443769,113672.346239,723430.946149,357298.819703,639914890.292,1260940505.36,2739714.01066,209302176.886,20078.757903,17022.4250519,16310.2193387,115747.694535,736209.402936,364126.147895,651086592.449,1282692807.29,2765720.44389,1.31964300605,-2.18183613443,-3.00953223041,-3.33985899372,0.0261664645204,-0.0465910714586,0.131326464212,0.0271081339254,0.0166148941691,0.0734432388813
58,15800,21270.8701964,0,14.005727885,16128.6662958,1305573218.69,dropped_horizon_backward,1,209302176.886,20078.757903,17022.4250519,16310.2193387,115747.694535,736209.402936,364126.147895,651086592.449,1282692807.29,2765720.44389,213120947.586,20144.228702,17032.7599207,16314.5007881,117276.564,746765.778816,371872.234608,662613722.036,1304618869.03,2794757.68872,1.31973319029,-2.18196357041,-3.00854375051,-3.33845171161,0.0313484354579,-0.0488763273108,0.131712718192,0.0270564406437,0.0165516037774,0.0712051833758
59,15900,21887.6505556,0,14.0036993312,16130.5352006,1328263991.17,dropped_horizon_backward,1,213120947.586,20144.228702,17032.7599207,16314.5007881,117276.564,746765.778816,371872.234608,662613722.036,1304618869.03,2794757.68872,216516626.609,20216.2038373,17051.0163924,16321.7551569,119214.143566,763087.603263,379348.052907,673802581.624,1327275684.22,2864592.7896,1.31966076633,-2.18337297176,-3.00883328822,-3.33573233073,0.0293230028738,-0.0467284931043,0.132866721145,0.0270595048691,0.0165574900252,0.0719968073934
60,16000,19354.6158839,0,14.003840585,16131.8370157,1349731842.36,dropped_horizon_backward,1,216516626.609,20216.2038373,17051.0163924,16321.7551569,119214.143566,763087.603263,379348.052907,673802581.624,1327275684.22,2864592.7896,220115630.794,20258.4514515,17072.6646049,16328.3910307,120982.303452,776734.287537,384760.076243,684962873.434,1348719135.05,2913030.80253,1.31966580975,-2.18355928751,-3.00943064629,-3.33559216251,0.027310587467,-0.0451254546218,0.132513041404,0.0271265810809,0.0165803774765,0.0734529501508
61,16100,21033.3717198,0,14.0075987975,16132.7311413,1372731638.5,dropped_horizon_backward,1,220115630.794,20258.4514515,17072.6646049,16328.3910307,120982.303452,776734.287537,384760.076243,684962873.434,1348719135.05,2913030.80253,224007802.878,20309.6646229,17092.5507108,16333.8616464,122417.185206,788532.457739,390528.511438,696832359.526,1371702995.49,2969287.6095,1.31979997681,-2.18386529304,-3.00810313291,-3.33423672142,0.0300913517925,-0.0465914239893,0.131680566511,0.0270667267685,0.0165570309608,0.0712182903184
62,16200,23242.1433613,0,14.0048456687,16134.1513232,1395845389.34,dropped_horizon_backward,1,224007802.878,20309.6646229,17092.5507108,16333.8616464,122417.185206,788532.457739,390528.511438,696832359.526,1371702995.49,2969287.6095,227392892.466,20357.5239456,17112.6472619,16341.1225315,124327.373844,805104.143038,397039.900975,707788378.581,1394819752.46,3016091.7131,1.31970169446,-2.18479746175,-3.00832242411,-3.33282296392,0.0295007657126,-0.0468329583527,0.133039336959,0.0270630614058,0.0165960469913,0.072081039528
63,16300,19315.7435543,0,14.0067286762,16135.9927337,1417571172.65,dropped_horizon_backward,1,227392892.466,20357.5239456,17112.6472619,16341.1225315,124327.373844,805104.143038,397039.900975,707788378.581,1394819752.46,3016091.7131,231038088.123,20425.2811353,17135.9793746,16347.8514249,126467.757752,817089.323292,404101.67079,718972738.759,1416539597.51,3043461.19483,1.31976891694,-2.18512121313,-3.00947214447,-3.33230349579,0.026333024915,-0.0458003951542,0.132457514265,0.0271118823506,0.0166173040089,0.0738040966577
64,16400,20281.8472278,0,14.0090108347,16137.2943236,1439591571.47,dropped_horizon_backward,1,231038088.123,20425.2811353,17135.9793746,16347.8514249,126467.757752,817089.323292,404101.67079,718972738.759,1416539597.51,3043461.19483,234883716.466,20496.0597274,17146.9644113,16352.4939993,128135.851371,828147.581845,412463.624035,730564962.471,1438538017.14,3071664.59456,1.31985037681,-2.18519419575,-3.00824824809,-3.3307161264,0.0317034883379,-0.048231814801,0.132271594513,0.027051922422,0.0165520928933,0.0714018743839
65,16500,20865.1499507,0,14.0070464629,16139.2049662,1462237236.77,dropped_horizon_backward,1,234883716.466,20496.0597274,17146.9644113,16352.4939993,128135.851371,828147.581845,412463.624035,730564962.471,1438538017.14,3071664.59456,238269149.24,20568.7396935,17166.5639978,16360.4922268,130200.146655,844482.265121,419924.244608,741713675.656,1461148985.65,3149577.46216,1.31978026088,-2.1866712602,-3.00847313191,-3.32783498888,0.0298194866564,-0.0460960335572,0.133353059816,0.0270585448802,0.016559464593,0.0721194281951
66,16600,20474.2466302,0,14.0066155089,16140.4235766,1483746148.22,dropped_horizon_backward,1,238269149.24,20568.7396935,17166.5639978,16360.4922268,130200.146655,844482.265121,419924.244608,741713675.656,1461148985.65,3149577.46216,241860982.868,20613.1430163,17187.0624715,16367.2179354,131956.243597,859249.748746,425969.572165,752882526.39,1482634284.99,3197636.22503,1.31976487718,-2.1867735074,-3.00889395794,-3.3276997677,0.0279104401009,-0.0442683264396,0.13278698191,0.0271168837944,0.0165827895444,0.0735687512913
67,16700,22337.5906852,0,14.0099496763,16141.2331043,1506742065.64,dropped_horizon_backward,1,241860982.868,20613.1430163,17187.0624715,16367.2179354,131956.243597,859249.748746,425969.572165,752882526.39,1482634284.99,3197636.22503,245753935.818,20663.389182,17205.4049046,16372.6131211,133337.634715,870973.030899,431840.153593,764768836.455,1505613933.25,3253229.28348,1.31988388418,-2.18704061712,-3.00730838826,-3.32624769596,0.0311030816781,-0.0458570740119,0.131766454384,0.0270483272867,0.0165556765806,0.0711658047865
68,16800,25200.2320386,0,14.0074610855,16142.5265021,1530081234.4,dropped_horizon_backward,1,245753935.818,20663.389182,17205.4049046,16372.6131211,133337.634715,870973.030899,431840.153593,764768836.455,1505613933.25,3253229.28348,249149031.71,20711.1109836,17227.6885974,16381.416781,135199.633104,889261.245371,439002.597709,775748242.127,1528955526.41,3307170.30341,1.31979506117,-2.18800229163,-3.00809598133,-3.3252654618,0.0299881831453,-0.0462405706597,0.133883707986,0.0270431337815,0.0165973757294,0.0721598261134
69,16900,19870.4406193,0,14.0093497882,16144.4210586,1551866288.95,dropped_horizon_backward,1,249149031.71,20711.1109836,17227.6885974,16381.416781,135199.633104,889261.245371,439002.597709,775748242.127,1528955526.41,3307170.30341,252788818.824,20781.6926265,17251.0936878,16388.0283185,137469.800605,901362.417636,446572.012505,786945531.045,1550735170.64,3333704.60055,1.31986247436,-2.18828620161,-3.00940016413,-3.32484649819,0.0267687288974,-0.0452170719088,0.133561187995,0.0270805259606,0.0166165346146,0.0738550430491
70,17000,20685.1838848,0,14.0116771383,16145.7219463,1573836168.79,dropped_horizon_backward,1,252788818.824,20781.6926265,17251.0936878,16388.0283185,137469.800605,901362.417636,446572.012505,786945531.045,1550735170.64,3333704.60055,256630002.233,20855.1321541,17260.9819746,16392.6694594,139162.725963,913163.353917,455640.064186,798519948.523,1572682657.42,3361691.15977,1.31994553163,-2.18840601666,-3.00810115477,-3.32318976138,0.0320928490224,-0.047774950605,0.133219813746,0.027020376644,0.016551114235,0.0713725402712
71,17100,21770.9525805,0,14.0100860305,16147.336412,1596612190.48,dropped_horizon_backward,1,256630002.233,20855.1321541,17260.9819746,16392.6694594,139162.725963,913163.353917,455640.064186,798519948.523,1572682657.42,3361691.15977,260040260.538,20923.6620927,17279.0499531,16400.4947919,141106.849415,929867.470934,463058.023334,809754692.858,1595423315.1,3438543.14322,1.31988875049,-2.18973892195,-3.00782372196,-3.32004242894,0.0309585536545,-0.0461913252652,0.133702010304,0.0269994843582,0.0165477333922,0.0714747745832
72,17200,20153.8694283,0,14.0097411315,16148.4404069,1618087751.33,dropped_horizon_backward,1,260040260.538,20923.6620927,17279.0499531,16400.4947919,141106.849415,929867.470934,463058.023334,809754692.858,1595423315.1,3438543.14322,263631851.267,20966.2573831,17300.7830588,16407.5488796,142893.575367,944732.291239,468815.582577,820898073.869,1616874262.45,3488147.15892,1.31987644138,-2.18983804144,-3.0083412957,-3.31988277429,0.0291838707115,-0.0450425936892,0.133292836621,0.0270628378677,0.0165606429277,0.0725584047429
73,17300,21601.6462607,0,14.0130914237,16149.1768916,1641147881.41,dropped_horizon_backward,1,263631851.267,20966.2573831,17300.7830588,16407.5488796,142893.575367,944732.291239,468815.582577,820898073.869,1616874262.45,3488147.15892,267525302.571,21012.5070328,17320.1929327,16413.0445831,144256.95889,956363.260422,474316.299479,832781834.751,1639918268.86,3544114.17532,1.31999599719,-2.19018589229,-3.00703053852,-3.31847315517,0.0317130874429,-0.0461051753219,0.132615018263,0.0270023785906,0.0165423511923,0.0706917391205
74,17400,24064.2961781,0,14.0101740247,16150.3207401,1664350668.68,dropped_horizon_backward,1,267525302.571,21012.5070328,17320.1929327,16413.0445831,144256.95889,956363.260422,474316.299479,832781834.751,1639918268.86,3544114.17532,270912831.152,21055.7276229,17342.8534033,16421.9188011,146053.164151,974293.539999,480913.886765,843720985.613,1663123465.75,3595536.74829,1.31989189087,-2.19111882093,-3.00760481147,-3.31730716153,0.0307882997954,-0.0465744423956,0.134282403218,0.0270034801672,0.0165757354665,0.0714751969614
75,17500,19083.8001731,0,14.0119352913,16151.8871594,1686145770.64,dropped_horizon_backward,1,270912831.152,21055.7276229,17342.8534033,16421.9188011,146053.164151,974293.539999,480913.886765,843720985.613,1663123465.75,3595536.74829,274553623.763,21120.7101851,17364.8470129,16428.3423336,148094.950196,986379.083108,487975.460888,854917170.625,1684913407.21,3621688.23722,1.31995474362,-2.19134740225,-3.00876069068,-3.31684426442,0.0279037102621,-0.0457189451955,0.133856554414,0.0270403640029,0.0165928679132,0.0729500973739
76,17600,20743.7030767,0,14.0136415021,16153.0232097,1708205886.88,dropped_horizon_backward,1,274553623.763,21120.7101851,17364.8470129,16428.3423336,148094.950196,986379.083108,487975.460888,854917170.625,1684913407.21,3621688.23722,278399122.956,21184.8900923,17374.845075,16432.9103755,149652.494137,996956.389026,495948.015963,866528438.581,1706950688.54,3650114.69539,1.3200156241,-2.19151104094,-3.00765243328,-3.31529154473,0.032549893767,-0.0478740785909,0.133564643556,0.0269919586462,0.0165373203072,0.070921392743
77,17700,21265.617106,0,14.0119120116,16154.5973638,1730861006.44,dropped_horizon_backward,1,278399122.956,21184.8900923,17374.845075,16432.9103755,149652.494137,996956.389026,495948.015963,866528438.581,1706950688.54,3650114.69539,281793999.687,21254.0674423,17393.3337216,16440.9411182,151678.520775,1013274.99634,503447.263823,877707605.11,1729571196.63,3723606.70435,1.31995391291,-2.19285900759,-3.00769569257,-3.31235011609,0.0309145078732,-0.0461381057336,0.134330725833,0.0269895667963,0.0165405652692,0.0714335754114
78,17800,19933.4050536,0,14.0119849083,16155.6471793,1752393849.07,dropped_horizon_backward,1,281793999.687,21254.0674423,17393.3337216,16440.9411182,151678.520775,1013274.99634,503447.263823,877707605.11,1729571196.63,3723606.70435,285407788.386,21296.2321804,17414.8105588,16447.8192643,153447.012689,1027513.23665,509237.015109,888878518.642,1751079425.35,3770655.90099,1.31995651414,-2.19292249931,-3.00824846392,-3.31224613094,0.0292257879953,-0.0449156404716,0.134035927546,0.0270395445618,0.0165573011742,0.0725779796168
79,17900,22175.6988873,0,14.0151768615,16156.3909514,1775475311.01,dropped_horizon_backward,1,285407788.386,21296.2321804,17414.8105588,16447.8192643,153447.012689,1027513.23665,509237.015109,888878518.642,1751079425.35,3770655.90099,289307894.472,21345.6580192,17434.4344757,16453.6259252,154963.751429,1038854.4475,515128.832005,900793470.617,1774144493.3,3828270.58326,1.32007040199,-2.19323684738,-3.00672763123,-3.31071295556,0.0320075095212,-0.0461743435331,0.133099146462,0.0269797093834,0.0165363869163,0.0706407366709
80,18000,24567.5137445,0,14.0123437033,16157.4439109,1798729632.49,dropped_horizon_backward,1,289307894.472,21345.6580192,17434.4344757,16453.6259252,154963.751429,1038854.4475,515128.832005,900793470.617,1774144493.3,3828270.58326,292695703.092,21389.3084367,17456.0083298,16462.1278665,156841.084916,1055931.46158,521543.478723,911737304.665,1797402344.04,3878855.85255,1.31996931712,-2.19403822336,-3.00724326383,-3.30959793565,0.0310244137641,-0.0466138009892,0.134378883719,0.0269818600458,0.0165684362938,0.07135550765
81,18100,19917.1115075,0,14.0137976992,16158.9817807,1820581378.1,dropped_horizon_backward,1,292695703.092,21389.3084367,17456.0083298,16462.1278665,156841.084916,1055931.46158,521543.478723,911737304.665,1797402344.04,3878855.85255,296346114.635,21454.3207323,17479.509327,16468.5762276,159014.68529,1067379.97747,528604.455451,923000649.445,1819248971.74,3904728.63652,1.32002119711,-2.19422539751,-3.00839712582,-3.30922972513,0.0284046858255,-0.0457492165387,0.134043814213,0.0270252671479,0.0165830915484,0.0727412677986
82,18200,21240.948066,0,14.0151952372,16160.1312959,1842618554.16,dropped_horizon_backward,1,296346114.635,21454.3207323,17479.509327,16468.5762276,159014.68529,1067379.97747,528604.455451,923000649.445,1819248971.74,3904728.63652,300180459.31,21518.9723499,17490.6512884,16473.1649732,160686.288382,1078430.48885,536805.812733,934601439.802,1841262906.1,3933477.97539,1.32007105755,-2.19440555506,-3.00722745776,-3.3077314775,0.0328793501273,-0.0478544912572,0.133656226352,0.0269819828528,0.0165297398223,0.0707237396997
83,18300,22107.7182804,0,14.0134526895,16161.6191341,1865319645.37,dropped_horizon_backward,1,300180459.31,21518.9723499,17490.6512884,16473.1649732,160686.288382,1078430.48885,536805.812733,934601439.802,1841262906.1,3933477.97539,303596899.781,21586.9034705,17510.2125383,16481.5470452,162689.336452,1094707.49929,544177.455321,945828134.083,1863929584.68,4007015.24807,1.32000888732,-2.19572907888,-3.00716769484,-3.30475622565,0.0312796307028,-0.0462240170499,0.134280620221,0.026981584498,0.0165318551449,0.071150129595
84,18400,20539.3181976,0,14.013403204,16162.5805074,1886843850.95,dropped_horizon_backward,1,303596899.781,21586.9034705,17510.2125383,16481.5470452,162689.336452,1094707.49929,544177.455321,945828134.083,1863929584.68,4007015.24807,307206177.338,21629.2193386,17532.0352962,16488.6869107,164465.945362,1108400.6327,549992.084125,957000224.208,1885428697.03,4055729.05904,1.32000712167,-2.19582057174,-3.00771632534,-3.30458170593,0.0297372608965,-0.0450758687776,0.134101064937,0.0270266922386,0.0165472126275,0.0721786781178
85,18500,21984.9450725,0,14.0159820348,16163.2425998,1909886673.73,dropped_horizon_backward,1,307206177.338,21629.2193386,17532.0352962,16488.6869107,164465.945362,1108400.6327,549992.084125,957000224.208,1885428697.03,4055729.05904,311104578.005,21676.316822,17551.7848485,16494.5730727,165863.965513,1120461.69907,555811.690938,968899754.844,1908455630.39,4112442.19881,1.32009912622,-2.19621658037,-3.00642201748,-3.30308702431,0.0319964535311,-0.0462489253371,0.133364837604,0.0269776990319,0.0165284147669,0.0704243800527
86,18600,24340.3361671,0,14.0131270774,16164.2300371,1933083043.17,dropped_horizon_backward,1,311104578.005,21676.316822,17551.7848485,16494.5730727,165863.965513,1120461.69907,555811.690938,968899754.844,1908455630.39,4112442.19881,314502230.577,21720.1226781,17573.8896679,16503.0188977,167759.553298,1137540.96913,562214.336041,979866913.937,1931655204.5,4161113.34848,1.31999726934,-2.19698463217,-3.00682613917,-3.30189144279,0.0312030152303,-0.0467146330437,0.134457183288,0.0269806037727,0.016556667756,0.0710358886575
87,18700,20241.249863,0,14.0145560756,16165.640464,1954932094.5,dropped_horizon_backward,1,314502230.577,21720.1226781,17573.8896679,16503.0188977,167759.553298,1137540.96913,562214.336041,979866913.937,1931655204.5,4161113.34848,318168609.457,21785.8829293,17597.4349666,16509.8025032,169920.22095,1148553.67521,569477.359414,991137923.626,1953498858.66,4187225.14845,1.32004825458,-2.19715627931,-3.00790189667,-3.30144101986,0.0287784599842,-0.0458979284813,0.134109383858,0.0270154246785,0.0165709821538,0.0723437304893
88,18800,21390.0094221,0,14.0161584521,16166.7130314,1976990182.26,dropped_horizon_backward,1,318168609.457,21785.8829293,17597.4349666,16509.8025032,169920.22095,1148553.67521,569477.359414,991137923.626,1953498858.66,4187225.14845,322011251.486,21851.5288834,17607.7665821,16514.4686045,171525.862044,1159654.89358,577956.063092,1002741555.21,1975533905.56,4216193.52458,1.32010541961,-2.1973907679,-3.00672388737,-3.2998576575,0.0331841408024,-0.048046767349,0.133693840322,0.0269698215662,0.0165206114423,0.0703288890693
89,18900,21479.8707606,0,14.0147795861,16168.0968723,1999639222.52,dropped_horizon_backward,1,322011251.486,21851.5288834,17607.7665821,16514.4686045,171525.862044,1159654.89358,577956.063092,1002741555.21,1975533905.56,4216193.52458,325413778.618,21919.78245,17627.4637162,16522.7811899,173605.721786,1175027.84749,585398.183446,1013941445.21,1998148299.1,4286472.85661,1.32005622875,-2.19865468745,-3.00675238232,-3.29694424723,0.0315240436795,-0.0464797847978,0.134301844739,0.0269761884569,0.0165238678522,0.0707950036709
90,19000,19641.2790445,0,14.0146679912,16169.0125834,2021220351.66,dropped_horizon_backward,1,325413778.618,21919.78245,17627.4637162,16522.7811899,173605.721786,1175027.84749,585398.183446,1013941445.21,1998148299.1,4286472.85661,329036999.376,21959.0239466,17650.8142087,16530.1944303,175359.20614,1188238.60096,590775.962246,1025149889.87,2019704663.1,4337046.92936,1.3200522474,-2.19873900717,-3.00726834394,-3.29681844195,0.0299956183863,-0.0454366971709,0.134104896403,0.0270249583152,0.0165394567969,0.0718123818951
91,19100,21223.8283087,0,14.01748291,16169.6384434,2044260396.15,dropped_horizon_backward,1,329036999.376,21959.0239466,17650.8142087,16530.1944303,175359.20614,1188238.60096,590775.962246,1025149889.87,2019704663.1,4337046.92936,332927413.02,22006.167186,17669.8823438,16536.2698767,176814.884902,1199832.51371,596698.163827,1037033912.25,2042728653.68,4394591.34967,1.32015266491,-2.1991478426,-3.0058712616,-3.29527281284,0.0325808153956,-0.046637122678,0.133437679469,0.026976305082,0.0165197518014,0.0700840878049
92,19200,23948.4006755,0,14.0150157407,16170.4972241,2067532320.63,dropped_horizon_backward,1,332927413.02,22006.167186,17669.8823438,16536.2698767,176814.884902,1199832.51371,596698.163827,1037033912.25,2042728653.68,4394591.34967,336326129.248,22047.0489219,17691.6523851,16545.5088724,178607.329669,1216855.891,602899.569322,1048010672.06,2066004827.09,4446953.14622,1.32006465387,-2.20007926275,-3.00632206613,-3.29395297043,0.031685195447,-0.0469495975402,0.134751404636,0.0269804379682,0.0165476221236,0.0707179059875
93,19300,19268.4116828,0,14.0159168497,16171.7084735,2089398609.61,dropped_horizon_backward,1,336326129.248,22047.0489219,17691.6523851,16545.5088724,178607.329669,1216855.891,602899.569322,1048010672.06,2066004827.09,4446953.14622,339993285.448,22105.9898002,17714.3297223,16552.2340007,180620.536769,1228368.55398,609518.281137,1059287895.48,2087865103.33,4472238.7156,1.32009680082,-2.20021885363,-3.00734833434,-3.2934996575,0.0293754117043,-0.0462174029294,0.134416160605,0.0270128393464,0.0165623431216,0.0719125829228
94,19400,20969.5243952,0,14.0174687648,16172.7238667,2111472215.84,dropped_horizon_backward,1,339993285.448,22105.9898002,17714.3297223,16552.2340007,180620.536769,1228368.55398,609518.281137,1059287895.48,2087865103.33,4472238.7156,343832804.5,22168.1834527,17724.7530201,16557.1586111,182180.871609,1239024.81898,617719.52388,1070886692.87,2109915432.18,4501040.36321,1.32015216035,-2.20055000924,-3.0064577531,-3.29201865166,0.0332315633877,-0.0479500563395,0.134332575092,0.026975062209,0.016519343304,0.0703249803527
95,19500,20966.5957133,0,14.0162423799,16174.0137778,2134179640.05,dropped_horizon_backward,1,343832804.5,22168.1834527,17724.7530201,16557.1586111,182180.871609,1239024.81898,617719.52388,1070886692.87,2109915432.18,4501040.36321,347246733.999,22236.5712609,17743.2045378,16565.4322224,184184.981405,1255020.91498,625557.806889,1082107091.5,2132587419.88,4569779.00238,1.32010841356,-2.20172439547,-3.00643433187,-3.28917129599,0.0317605963916,-0.0466293247723,0.134892909548,0.0269717895815,0.0165196890441,0.0707519375906
96,19600,19238.7950303,0,14.0162779289,16174.8431988,2155730724.8,dropped_horizon_backward,1,347246733.999,22236.5712609,17743.2045378,16565.4322224,184184.981405,1255020.91498,625557.806889,1082107091.5,2132587419.88,4569779.00238,350858604.813,22275.1321537,17766.4477069,16573.3317522,185986.878497,1269097.6979,631021.86419,1093310178.87,2154113225.32,4620084.6811,1.3201096817,-2.20178324389,-3.00686555901,-3.28892889681,0.0305831017861,-0.0457120631579,0.13468392661,0.0270118789193,0.0165304544241,0.0715662767963
97,19700,20955.4990348,0,14.0185843063,16175.4453443,2178834751.55,dropped_horizon_backward,1,350858604.813,22275.1321537,17766.4477069,16573.3317522,185986.878497,1269097.6979,631021.86419,1093310178.87,2154113225.32,4620084.6811,354756136.125,22320.6516625,17785.9255166,16579.286787,187410.451239,1280357.52057,636755.527098,1105191879.88,2177202453.12,4672205.02881,1.32019194989,-2.20214994673,-3.00561987196,-3.28761259039,0.0327035078652,-0.0467030105643,0.134081974506,0.0269708628816,0.0165145481194,0.07007840536
98,19800,23444.6686581,0,14.0164722819,16176.2674152,2202091853.19,dropped_horizon_backward,1,354756136.125,22320.6516625,17785.9255166,16579.286787,187410.451239,1280357.52057,636755.527098,1105191879.88,2177202453.12,4672205.02881,358152541.568,22361.6196661,17808.1872602,16588.2300502,189209.747927,1296886.56156,643071.388195,1116160632.29,2200462178.78,4721720.92042,1.32011661477,-2.20304188732,-3.00604417012,-3.2863973493,0.0318515674401,-0.0468876568075,0.135353328691,0.0269754605131,0.0165424631666,0.0707596785733
99,19900,19497.319821,0,14.0174572047,16177.4647046,2223972258.05,dropped_horizon_backward,1,358152541.568,22361.6196661,17808.1872602,16588.2300502,189209.747927,1296886.56156,643071.388195,1116160632.29,2200462178.78,4721720.92042,361816079.379,22422.5550321,17830.2274578,16594.9886317,191232.766146,1307849.20703,650069.240372,1127445128.35,2222337520.26,4746326.4463,1.32015174801,-2.20311192186,-3.0070727934,-3.28600618589,0.0296191678681,-0.0462462569504,0.13496370809,0.0270038227133,0.0165560231114,0.0718579515913
100,20000,20411.3144227,0,14.0185688957,16178.4228422,2246060447.83,dropped_horizon_backward,1,361816079.379,22422.5550321,17830.2274578,16594.9886317,191232.766146,1307849.20703,650069.240372,1127445128.35,2222337520.26,4746326.4463,365663301.878,22482.6442262,17840.5577578,16599.8396897,192756.923282,1318795.42792,658159.003034,1139069143.98,2244401908.09,4775594.67775,1.32019140024,-2.20336287457,-3.00593190426,-3.28444290503,0.0336740651389,-0.0481371285165,0.134491769602,0.0269667811521,0.0165111088273,0.0700939850834
101,20100,20785.9597386,0,14.0171960166,16179.672924,2268779323.34,dropped_horizon_backward,1,365663301.878,22482.6442262,17840.5577578,16599.8396897,192756.923282,1318795.42792,658159.003034,1139069143.98,2244401908.09,4775594.67775,369075239.056,22549.8229946,17860.3999787,16608.4792858,194840.674601,1335806.96517,666002.01926,1150311389.38,2267084743.85,4847780.95272,1.32014243139,-2.20456743607,-3.00588860322,-3.28152504146,0.0321858420877,-0.0468805951605,0.13505964287,0.0269654869608,0.0165104353569,0.070446974523
102,20200,18897.8641604,0,14.0172722279,16180.5271738,2290380948.03,dropped_horizon_backward,1,369075239.056,22549.8229946,17860.3999787,16608.4792858,194840.674601,1335806.96517,666002.01926,1150311389.38,2267084743.85,4847780.95272,372702003.295,22590.9215937,17883.4621648,16615.814818,196652.140254,1350165.03949,672006.36459,1161516971.26,2288661967.21,4893818.09928,1.32014514988,-2.20457451377,-3.00653854478,-3.28159449322,0.0305649506944,-0.0458886999741,0.134973692149,0.0270071398538,0.0165242743459,0.0714345428077
103,20300,20643.5341544,0,14.0195203952,16181.103515,2313503733.24,dropped_horizon_backward,1,372702003.295,22590.9215937,17883.4621648,16615.814818,196652.140254,1350165.03949,672006.36459,1161516971.26,2288661967.21,4893818.09928,376614141.872,22637.8617277,17903.3688299,16622.1242749,198161.680287,1362294.52153,678082.024892,1173453745.24,2311768790.4,4950957.70642,1.3202253362,-2.20493999932,-3.00516100901,-3.28016653527,0.0328263400869,-0.0469573253331,0.134284913809,0.0269649921238,0.0165072321335,0.0699366235091
104,20400,22597.4729859,0,14.017557296,16181.8845448,2336754266.38,dropped_horizon_backward,1,376614141.872,22637.8617277,17903.3688299,16622.1242749,198161.680287,1362294.52153,678082.024892,1173453745.24,2311768790.4,4950957.70642,380013162.145,22678.8690217,17925.3991868,16631.2678186,200063.571531,1378446.38539,684267.866878,1184438949.6,2335023070.02,5001562.34,1.32015531824,-2.20572227576,-3.00543748261,-3.27887438616,0.0321719487231,-0.0472585714072,0.135156027823,0.0269693092307,0.0165303418499,0.0704417485509
105,20500,19527.0095693,0,14.0187927546,16183.0050581,2358681969.66,dropped_horizon_backward,1,380013162.145,22678.8690217,17925.3991868,16631.2678186,200063.571531,1378446.38539,684267.866878,1184438949.6,2335023070.02,5001562.34,383674492.309,22740.7946943,17947.5630814,16638.0442168,202177.154811,1389360.84027,691461.059349,1195725433.98,2356945939.79,5025788.90855,1.32019938455,-2.20578138862,-3.0064886681,-3.27856310934,0.0300237076669,-0.0466035884161,0.134851789003,0.0269952315745,0.016543618651,0.0715312736703
