1770168579544705958,-3.515625,8.525390625,-0.9508167505264282,-7.3828125,6.813354969024658,1.5832585096359253,16.611328125,-11.953125,5.369318008422852,-6.064453125,11.55182933807373,3.5875279903411865,-0.39151278138160706,-7.013660430908203,-4.369570732116699,-0.375,0.625,0.25,-0.125,-0.3125,-0.3187499940395355,0.2874999940395355,0.3125,-2.4375,-1.4375,-2.25,0.25,-0.0625,-0.48750001192092896,0.0,0.0,0.0,0.0,0.0,0.0
1770168579549533066,-4.04296875,8.61328125,-0.9508167505264282,-6.591796875,6.813354969024658,1.5832585096359253,16.787109375,-12.83203125,5.98455286026001,-6.416015625,11.552162170410156,3.6907408237457275,-0.39151278138160706,-7.264326572418213,-4.3035736083984375,-0.3125,0.625,0.25,-0.3125,-0.25,-0.23125000298023224,0.15625,0.375,-2.5625,-1.375,-2.25,0.125,-0.05000000074505806,-0.48750001192092896,0.0,0.0,0.0,0.0,0.0,0.0
1770168579554690741,-4.04296875,8.173828125,-1.23046875,-7.03125,6.813354969024658,1.5832585096359253,16.875,-13.18359375,6.320135116577148,-6.6796875,11.915294647216797,3.585117816925049,-0.39151278138160706,-7.410691261291504,-4.224429607391357,-0.1875,0.5625,0.3125,-0.5625,-0.1875,-0.26875001192092896,0.30000001192092896,0.375,-2.5625,-1.3125,-2.25,0.0625,-0.07500000298023224,-0.4749999940395355,0.0,0.0,0.0,0.0,0.0,0.0
1770168579559540646,-4.130859375,7.998046875,-0.9508167505264282,-7.03125,6.813354969024658,1.5832585096359253,16.787109375,-13.271484375,6.15234375,-7.03125,12.080248832702637,3.635631561279297,-0.4474431872367859,-7.519265174865723,-4.378922939300537,-0.125,0.5625,0.375,-0.625,-0.1875,-0.2562499940395355,0.3687500059604645,0.4375,-2.625,-1.1875,-2.25,0.0,-0.0625,-0.4749999940395355,0.0,0.0,0.0,0.0,0.0,0.0
1770168579564540536,-5.361328125,7.998046875,-1.5660511255264282,-4.658203125,6.01792573928833,1.3384267091751099,18.45703125,-14.501953125,6.487926006317139,-6.85546875,14.367853164672852,3.310816764831543,-0.5033735632896423,-8.167790412902832,-4.595104694366455,-0.5,0.875,0.3125,-0.375,-0.125,-0.1875,0.30000001192092896,0.5625,-2.4375,-1.3125,-2.4375,-0.0625,-0.16875000298023224,-0.48750001192092896,0.0,0.0,0.0,0.0,0.0,0.0
1770168579569686966,-5.361328125,8.0859375,-1.6779119968414307,-4.306640625,5.9299092292785645,1.2879770994186401,18.6328125,-14.765625,6.935369491577148,-6.591796875,14.549586296081543,3.3096117973327637,-0.4474431872367859,-8.323516845703125,-4.678728103637695,-0.375,0.9375,0.3125,-0.625,-0.1875,-0.1875,0.33125001192092896,0.5,-2.4375,-1.3125,-2.4375,-0.125,-0.18125000596046448,-0.5,0.0,0.0,0.0,0.0,0.0,0.0
1770168579574540700,-5.2734375,7.646484375,-1.845703125,-4.74609375,5.9299092292785645,1.2879770994186401,18.45703125,-15.29296875,7.159090995788574,-6.50390625,15.095349311828613,3.357600212097168,-0.39151278138160706,-8.374198913574219,-4.747511386871338,-0.5,0.875,0.3125,-0.75,-0.1875,-0.15000000596046448,0.34375,0.5,-2.4375,-1.25,-2.4375,-0.1875,-0.18125000596046448,-0.5,0.0,0.0,0.0,0.0,0.0,0.0
1770168579579520387,-5.361328125,7.734375,-1.733842372894287,-5.2734375,5.841892719268799,1.2375274896621704,18.544921875,-15.205078125,7.159090995788574,-6.767578125,15.278579711914062,3.4595999717712402,-0.3355823755264282,-8.43183422088623,-4.831743240356445,-0.4375,0.9375,0.375,-0.875,-0.1875,-0.1875,0.3187499940395355,0.625,-2.5,-1.25,-2.5,-0.0625,-0.18125000596046448,-0.5,0.0,0.0,0.0,0.0,0.0,0.0
1770168579584539066,-6.591796875,7.998046875,-1.9575639963150024,-2.373046875,5.313792705535889,0.934829831123352,20.126953125,-16.083984375,7.4387431144714355,-6.240234375,17.37968635559082,3.1876296997070312,-0.4474431872367859,-8.781451225280762,-5.048835277557373,-0.6875,1.3125,0.1875,-0.5625,-0.125,-0.24375000596046448,0.3187499940395355,0.625,-2.25,-1.375,-2.5625,0.0,-0.2750000059604645,-0.512499988079071,0.0,0.0,0.0,0.0,0.0,0.0
1770168579589539635,-6.6796875,8.173828125,-1.9575639963150024,-2.109375,5.313792705535889,0.934829831123352,20.390625,-16.259765625,7.886186122894287,-6.15234375,17.288503646850586,3.2398416996002197,-0.39151278138160706,-8.8291015625,-4.974480628967285,-0.5625,1.375,0.1875,-0.75,-0.125,-0.15000000596046448,0.25,0.625,-2.3125,-1.3125,-2.5,0.0,-0.26249998807907104,-0.512499988079071,0.0,0.0,0.0,0.0,0.0,0.0
