window,start_idx,cost,feasibility,mass_estimate,min_info_eig,max_info_eig,extraction_status,arrival_prior_diag_0,arrival_prior_diag_1,arrival_prior_diag_2,arrival_prior_diag_3,arrival_prior_diag_4,arrival_prior_diag_5,arrival_prior_diag_6,arrival_prior_diag_7,arrival_prior_diag_8,arrival_prior_diag_9,marginal_hessian_diag_0,marginal_hessian_diag_1,marginal_hessian_diag_2,marginal_hessian_diag_3,marginal_hessian_diag_4,marginal_hessian_diag_5,marginal_hessian_diag_6,marginal_hessian_diag_7,marginal_hessian_diag_8,marginal_hessian_diag_9,theta_0,theta_1,theta_2,theta_3,theta_4,theta_5,theta_6,theta_7,theta_8,theta_9
73,1660,2294.96642701,0,9.61335729589,16699.6835149,140043309.183,dropped_horizon_backward,17359238.9579,153226.618509,32229.2913948,20203.7174309,1426990.85936,552467.336068,772555.02984,85559040.0773,138408846.586,38017820.1196,17581661.9991,154501.731211,32230.1637239,20212.5899329,1436263.84271,555461.707097,774231.272002,86389061.8699,139995022.061,38151524.5038,1.13157675819,-2.25432456798,-3.0882882903,-3.50828681946,0.00296239754553,-0.0167751679521,-0.00146633778291,0.0204942467644,-0.000347347599543,-0.00337896507218
74,1680,2789.78331042,0,9.62382679636,16699.79216,141488523.933,dropped_horizon_backward,17581661.9991,154501.731211,32230.1637239,20212.5899329,1436263.84271,555461.707097,774231.272002,86389061.8699,139995022.061,38151524.5038,17787805.2396,154508.134925,32230.2015077,20212.6236621,1436317.89133,555469.080312,774247.525685,87220770.6111,141438753.59,38168102.5009,1.13212099073,-2.25455271174,-3.0888423298,-3.50830113771,0.00296689423443,-0.0167731673856,-0.00144300695261,0.0203598638352,-0.000350225657633,-0.00338479886461
75,1700,2652.17956133,0,9.62549114402,16699.8181732,143084173.121,dropped_horizon_backward,17787805.2396,154508.134925,32230.2015077,20212.6236621,1436317.89133,555469.080312,774247.525685,87220770.6111,141438753.59,38168102.5009,18016373.7471,154509.753307,32230.2358975,20212.6317719,1436361.97867,555474.840266,774253.633755,88157796.1704,143032797.613,38186542.2699,1.13220745341,-2.25435138575,-3.08892843803,-3.50820954028,0.00296657829611,-0.0167314815995,-0.00141707455249,0.0202218112329,-0.000354658927743,-0.00341196183293
76,1720,2971.01927266,0,9.62819105585,16699.8353638,144703746.322,dropped_horizon_backward,18016373.7471,154509.753307,32230.2358975,20212.6317719,1436361.97867,555474.840266,774253.633755,88157796.1704,143032797.613,38186542.2699,18249123.6414,154511.965431,32230.2718216,20212.6462829,1436417.91823,555484.991269,774259.659605,89112819.5586,144650726.561,38207845.3257,1.13234768175,-2.25427349931,-3.08900340509,-3.50816182999,0.00296382450905,-0.0166756844432,-0.0013912579049,0.0200994569724,-0.000358290073304,-0.00343972811663
77,1740,2775.77007733,0,9.63168916138,16699.8541816,146324753.574,dropped_horizon_backward,18249123.6414,154511.965431,32230.2718216,20212.6462829,1436417.91823,555484.991269,774259.659605,89112819.5586,144650726.561,38207845.3257,18482465.8314,154514.363571,32230.3079049,20212.6623703,1436480.59333,555495.538051,774266.226019,90069252.1375,146270081.296,38229738.1721,1.1325293083,-2.2542583867,-3.089109153,-3.50813210813,0.00296114558807,-0.0166190299354,-0.00136728767348,0.019987830333,-0.00036166970599,-0.0034646341733
78,1760,2519.85758738,0,9.63622926268,16699.8775584,147935673.81,dropped_horizon_backward,18482465.8314,154514.363571,32230.3079049,20212.6623703,1436480.59333,555495.538051,774266.226019,90069252.1375,146270081.296,38229738.1721,18714263.602,154516.452125,32230.3422055,20212.6754684,1436542.76593,555503.654705,774273.369153,91018382.5577,147879364.985,38250777.9552,1.13276493839,-2.25432495045,-3.08927893109,-3.5081270851,0.00295941874306,-0.0165695127191,-0.00134857501236,0.0198932630552,-0.00036482963001,-0.00348211162347
79,1780,2432.8854381,0,9.64084225404,16699.9012564,149547166.885,dropped_horizon_backward,18714263.602,154516.452125,32230.3422055,20212.6754684,1436542.76593,555503.654705,774273.369153,91018382.5577,147879364.985,38250777.9552,18946123.2941,154518.483635,32230.3760098,20212.6880388,1436604.29789,555511.381033,774280.523455,91967613.8893,149489214.984,38271862.449,1.13300423778,-2.25441436539,-3.08945435166,-3.50812912695,0.00295767914795,-0.016522096154,-0.00133216604698,0.019807657752,-0.00036762948977,-0.00349727514284
80,1800,2373.5969398,0,9.64541863536,16699.9249441,151160040.894,dropped_horizon_backward,18946123.2941,154518.483635,32230.3760098,20212.6880388,1436604.29789,555511.381033,774280.523455,91967613.8893,149489214.984,38271862.449,19178169.6409,154520.502754,32230.4095284,20212.7005474,1436666.29014,555518.984123,774287.723089,92917547.0716,151100437.915,38293080.8115,1.1332415249,-2.25451837513,-3.08962896593,-3.50813584602,0.0029558301091,-0.0164761292878,-0.00131759693865,0.0197295171488,-0.000370074371434,-0.00351079411308
81,1820,2171.48708118,0,9.64993686247,16699.9495099,152762370.741,dropped_horizon_backward,19178169.6409,154520.502754,32230.4095284,20212.7005474,1436666.29014,555518.984123,774287.723089,92917547.0716,151100437.915,38293080.8115,19408705.7963,154522.472219,32230.4448245,20212.7127412,1436728.41928,555526.204603,774295.249759,93861144.5695,152701111.712,38313805.1531,1.13347568629,-2.25463379102,-3.08980686565,-3.50814660007,0.00295335159021,-0.0164326349718,-0.0013061657912,0.0196583110124,-0.000372188804669,-0.00352232079948
82,1840,1891.30919513,0,9.65442443558,16699.974651,154360789.424,dropped_horizon_backward,19408705.7963,154522.472219,32230.4448245,20212.7127412,1436728.41928,555526.204603,774295.249759,93861144.5695,152701111.712,38313805.1531,19638730.5675,154524.327761,32230.4774865,20212.7245334,1436790.94464,555532.700935,774302.989694,94803095.6982,154297823.618,38333305.9647,1.1337081505,-2.25475908036,-3.08998787288,-3.50816342529,0.00295095253055,-0.0163931646408,-0.00129650707371,0.0195931682095,-0.000374272599837,-0.00353176858447
83,1860,1572.33766986,0,9.65895502019,16700.0019153,155967859.091,dropped_horizon_backward,19638730.5675,154524.327761,32230.4774865,20212.7245334,1436790.94464,555532.700935,774302.989694,94803095.6982,154297823.618,38333305.9647,19870005.0559,154525.778518,32230.4961702,20212.7359321,1436854.86688,555536.986421,774310.691433,95751896.4446,155903153.9,38349718.3468,1.1339427332,-2.25488461804,-3.09017351601,-3.5081941828,0.00294943758208,-0.0163663088257,-0.00128621191221,0.0195327574878,-0.000377037097822,-0.00353857851138
84,1880,2073.8769624,0,9.66363882539,16700.0622036,157606696.991,dropped_horizon_backward,19870005.0559,154525.778518,32230.4961702,20212.7359321,1436854.86688,555536.986421,774310.691433,95751896.4446,155903153.9,38349718.3468,20105580.9769,154528.552721,32230.5288083,20212.7583756,1436930.72239,555547.101711,774318.980607,96717497.9701,157540269.364,38360491.3964,1.13418513365,-2.25497939266,-3.09038400769,-3.50825065406,0.0029527826437,-0.0163916299419,-0.00126642699401,0.019474366593,-0.000382113385662,-0.00353974937021
85,1900,5729.34941026,0,9.6627633392,16700.7054614,158858952.387,dropped_horizon_backward,20105580.9769,154528.552721,32230.5288083,20212.7583756,1436930.72239,555547.101711,774318.980607,96717497.9701,157540269.364,38360491.3964,20271957.282,154604.732861,32230.714386,20213.3641277,1437840.34766,555790.782059,774425.14736,97407788.2617,158792222.005,38369176.8237,1.13413983364,-2.25544615576,-3.09013380086,-3.50844943886,0.00297671461308,-0.0164226022699,-0.00127651675337,0.0195485548378,-0.000392063663049,-0.00354501171989
86,1920,8041.33876547,0,9.65492232556,16701.0207884,160806718.034,dropped_horizon_backward,20271957.282,154604.732861,32230.714386,20213.3641277,1437840.34766,555790.782059,774425.14736,97407788.2617,158792222.005,38369176.8237,20561941.354,154673.737787,32231.0714509,20213.9228503,1438379.88682,555967.34597,774538.725168,98654745.1493,160736504.705,38427627.507,1.13373393543,-2.25516790858,-3.09026758806,-3.5083179737,0.0029534321022,-0.0166695079321,-0.00135231088905,0.0196165844697,-0.000399125705715,-0.0034986290518
87,1940,12889.1423098,0,9.65340066374,16701.2400632,162370235.708,dropped_horizon_backward,20561941.354,154673.737787,32231.0714509,20213.9228503,1438379.88682,555967.34597,774538.725168,98654745.1493,160736504.705,38427627.507,20797125.5168,154729.227817,32231.6146342,20214.4600623,1438953.17218,556163.568903,774623.450389,99622763.5999,162297087.22,38541120.2115,1.13365512683,-2.25512104366,-3.09098284756,-3.50846382596,0.0029509671344,-0.016971469433,-0.00150360404285,0.0196701544962,-0.000401008910809,-0.00338030647216
88,1960,47589.8960259,0,9.65547568664,16701.3529422,163873943.043,dropped_horizon_backward,20797125.5168,154729.227817,32231.6146342,20214.4600623,1438953.17218,556163.568903,774623.450389,99622763.5999,162297087.22,38541120.2115,21020995.176,154761.687166,32232.4571913,20214.8435343,1439388.83146,556302.659739,774712.089451,100606545.101,163800620.294,38614739.0283,1.13376259155,-2.25530073595,-3.09189247322,-3.50865995715,0.00302786968193,-0.0171959870077,-0.00159562325458,0.019770840703,-0.00040935110255,-0.00322809607417
89,1980,42500.8538749,0,9.65039915139,16701.4318922,165530864.496,dropped_horizon_backward,21020995.176,154761.687166,32232.4571913,20214.8435343,1439388.83146,556302.659739,774712.089451,100606545.101,163800620.294,38614739.0283,21234982.6489,154768.141066,32234.2405867,20215.2171462,1439586.89966,556447.309309,774791.971694,101742222.05,165457622.288,38618612.5475,1.13349963867,-2.25549080359,-3.09143865981,-3.50864719946,0.00312513688815,-0.0171024681096,-0.00160908735257,0.0199609981343,-0.000425575818027,-0.00324358923264
90,2000,57860.7513821,0,9.66042424733,16701.9903877,171051029.813,dropped_horizon_backward,21234982.6489,154768.141066,32234.2405867,20215.2171462,1439586.89966,556447.309309,774791.971694,101742222.05,165457622.288,38618612.5475,21924046.2917,154817.726571,32234.5692984,20215.5767283,1439951.53067,556521.645562,774877.53354,105347929.676,170982463.912,38663368.9843,1.1340187826,-2.2557472791,-3.09209712485,-3.50872600143,0.00322061348136,-0.0171769756815,-0.00161993232521,0.0198387007621,-0.00048676019533,-0.00322142614945
91,2020,61151.3747156,0,9.74184733832,16702.8924703,177137879.427,dropped_horizon_backward,21924046.2917,154817.726571,32234.5692984,20215.5767283,1439951.53067,556521.645562,774877.53354,105347929.676,170982463.912,38663368.9843,22830511.5868,154906.281028,32236.8128044,20216.688997,1440722.00295,556926.780142,775030.112391,108746774.709,177074168.931,38687648.6111,1.1382153824,-2.2578615585,-3.09616128102,-3.50974549173,0.00314680644866,-0.01689751326,-0.00153999118528,0.0190578463477,-0.000433186297813,-0.00311498314066
92,2040,137445.754565,0,9.74484175237,16705.7918084,177218994.239,dropped_horizon_backward,22830511.5868,154906.281028,32236.8128044,20216.688997,1440722.00295,556926.780142,775030.112391,108746774.709,177074168.931,38687648.6111,22831160.2745,155323.380226,32244.9332332,20221.0280211,1444644.48906,558162.607933,775573.029698,108761399.734,177155468.005,38695343.2794,1.13836904699,-2.25614437517,-3.09737552628,-3.50936590706,0.00358057182692,-0.015735154461,-0.00157918751843,0.0189609874839,-0.000458739801835,-0.00324440083984
93,2060,0,72.4203761562,9.74485190861,16706.1629044,177226593.955,dropped_horizon_backward,22831160.2745,155323.380226,32244.9332332,20221.0280211,1444644.48906,558162.607933,775573.029698,108761399.734,177155468.005,38695343.2794,22831276.9112,155380.103382,32246.8111407,20221.8041704,1445449.16142,558456.923901,775785.328836,108764594.533,177163007.224,38696663.4354,1.1383695681,-2.2563695301,-3.09737954136,-3.50950234798,0.003525581403,-0.0158328005552,-0.00154993058001,0.0189601127931,-0.000458876788509,-0.00322825686019
94,2080,0,73.6214067096,9.7084242019,16711.3524141,177490160.67,dropped_horizon_backward,22831276.9112,155380.103382,32246.8111407,20221.8041704,1445449.16142,558456.923901,775785.328836,108764594.533,177163007.224,38696663.4354,22846328.3593,156138.801482,32250.1031614,20227.8271373,1462874.59452,559832.964543,778310.88975,108873900.158,177426998.19,38707774.2248,1.13649699151,-2.25739316861,-3.09391761673,-3.51023264329,0.00410587682884,-0.0159890416972,-0.00175483147272,0.0191099830482,-0.000561297093765,-0.00334504484365
95,2100,65962.3595243,0,9.67271824191,16712.5426412,179348647.819,dropped_horizon_backward,22846328.3593,156138.801482,32250.1031614,20227.8271373,1462874.59452,559832.964543,778310.88975,108873900.158,177426998.19,38707774.2248,22993477.3794,156315.048151,32250.2575287,20229.0757912,1465506.27145,560197.765194,778623.448751,109798751.436,179285900.621,38730726.0339,1.13465468524,-2.25425992688,-3.09322528318,-3.50876214033,0.00419270461834,-0.0158817558514,-0.0018098703556,0.0193416524752,-0.000560119527699,-0.00334550294069
96,2120,64075.2411059,0,9.63992736796,16714.0732991,184450548.932,dropped_horizon_backward,22993477.3794,156315.048151,32250.2575287,20229.0757912,1465506.27145,560197.765194,778623.448751,109798751.436,179285900.621,38730726.0339,23587535.9835,156618.065912,32250.3639046,20231.2345263,1467500.0174,560731.40782,778838.323643,113383416.382,184388240.295,38770003.7853,1.13295678708,-2.25176094968,-3.09329763339,-3.50789996186,0.00427345373981,-0.0158231907974,-0.00203593271362,0.0197372665767,-0.00055014799964,-0.00314855560558
97,2140,90375.3758527,0,9.67606000075,16714.2967312,190465967.705,dropped_horizon_backward,23587535.9835,156618.065912,32250.3639046,20231.2345263,1467500.0174,560731.40782,778838.323643,113383416.382,184388240.295,38770003.7853,24361267.6804,156688.263144,32250.3826335,20231.7623898,1468019.85296,560849.068521,778908.758978,117549856.159,190405088.134,38805078.0435,1.13482739686,-2.25336684155,-3.09414676288,-3.50854146993,0.00425728662593,-0.0157670304573,-0.001899754038,0.0192385217488,-0.000533836122395,-0.00325665783324
98,2160,104522.136558,0,9.73895889983,16714.9209805,195417195.446,dropped_horizon_backward,24361267.6804,156688.263144,32250.3826335,20231.7623898,1468019.85296,560849.068521,778908.758978,117549856.159,190405088.134,38805078.0435,25115840.6672,156818.538013,32251.9263099,20232.983677,1469194.49688,561273.906471,779063.458594,120652424.005,195357418.693,38812582.4962,1.1380671114,-2.25620602237,-3.09586859258,-3.50941381092,0.00422598127273,-0.01554941922,-0.00173245760738,0.0187988637893,-0.000515157171921,-0.00335777749997
99,2180,30184.8315478,0,9.73900691245,16715.5456816,195425714.926,dropped_horizon_backward,25115840.6672,156818.538013,32251.9263099,20232.983677,1469194.49688,561273.906471,779063.458594,120652424.005,195357418.693,38812582.4962,25116049.8363,156913.344673,32260.9809599,20235.3435717,1469973.66814,561864.494888,779212.83868,120659916.719,195365920.694,38813178.8641,1.13806957637,-2.25648075754,-3.09649693647,-3.51011789207,0.00433274720978,-0.0151038384116,-0.00177244782743,0.0187905855207,-0.000520006905677,-0.00335685210399
