window,start_idx,cost,feasibility,mass_estimate,min_info_eig,max_info_eig,extraction_status,arrival_prior_diag_0,arrival_prior_diag_1,arrival_prior_diag_2,arrival_prior_diag_3,arrival_prior_diag_4,arrival_prior_diag_5,arrival_prior_diag_6,arrival_prior_diag_7,arrival_prior_diag_8,arrival_prior_diag_9,marginal_hessian_diag_0,marginal_hessian_diag_1,marginal_hessian_diag_2,marginal_hessian_diag_3,marginal_hessian_diag_4,marginal_hessian_diag_5,marginal_hessian_diag_6,marginal_hessian_diag_7,marginal_hessian_diag_8,marginal_hessian_diag_9,theta_0,theta_1,theta_2,theta_3,theta_4,theta_5,theta_6,theta_7,theta_8,theta_9
106,2320,40575.830151,0,6.60027917067,16580.7016674,110606896.091,dropped_horizon_backward,14269596.2993,113052.105811,28186.9172323,19046.3344588,1132336.50092,626683.105117,785786.908909,68169732.9038,110584260.557,22365546.4811,14269630.3745,113058.46341,28187.0355009,19046.42445,1132418.30252,626710.007948,785806.646545,68170263.0575,110585017.418,22366232.3115,0.943555973362,-2.22858499288,-2.97270255433,-3.38855119213,-0.00642009041698,-0.00211281096161,-0.0148945990653,0.0278278645751,-0.00123989451525,-0.10195127737
107,2340,1778898514.22,462.001408331,6.57200516403,16581.7000991,110731880.163,dropped_horizon_backward,14269630.3745,113058.46341,28187.0355009,19046.42445,1132418.30252,626710.007948,785806.646545,68170263.0575,110585017.418,22366232.3115,14279475.6478,113090.65867,28188.3114032,19047.1490324,1133485.62099,628389.905467,786968.669956,68225065.9817,110710172.317,22370720.7034,0.941409492969,-2.2241926852,-2.97184585102,-3.38722155808,-0.00676427234735,-0.00229773276869,-0.0133745953856,0.0279838869652,-0.00118924717012,-0.102079663692
108,2360,99474.8751139,0,6.56474111723,16588.0452463,111657279.154,dropped_horizon_backward,14279475.6478,113090.65867,28188.3114032,19047.1490324,1133485.62099,628389.905467,786968.669956,68225065.9817,110710172.317,22370720.7034,14342147.3824,114700.549721,28189.1995375,19062.7876996,1155363.29903,635836.807527,788863.00181,68652724.279,111637237.642,22521731.1556,0.940856536598,-2.2336045727,-2.97624056569,-3.39415082588,-0.00627688810954,-0.00264775547645,-0.0135873788062,0.0281038162312,-0.00119351220336,-0.103288559673
109,2380,67211.4920824,0,6.53859374783,16588.54801,113989594.098,dropped_horizon_backward,14342147.3824,114700.549721,28189.1995375,19062.7876996,1155363.29903,635836.807527,788863.00181,68652724.279,111637237.642,22521731.1556,14621637.8356,114856.918902,28189.2780482,19064.3409722,1156777.83773,636392.734232,789124.485999,70170015.0458,113969185.363,22544536.8794,0.938861059541,-2.2317016118,-2.97437453562,-3.39299118312,-0.0061745390477,-0.00242656259897,-0.0135361359203,0.0283609055133,-0.00116146143554,-0.103197918218
110,2400,74815.6373496,0,6.53957659769,16589.4355989,116739807.924,dropped_horizon_backward,14621637.8356,114856.918902,28189.2780482,19064.3409722,1156777.83773,636392.734232,789124.485999,70170015.0458,113969185.363,22544536.8794,14978305.3501,115092.989989,28189.4106094,19066.7070142,1158691.80783,637043.810214,789581.691614,72123375.4314,116718890.071,22569424.8452,0.938936211479,-2.23354109774,-2.97387402394,-3.39364358351,-0.00600308505045,-0.00240071408718,-0.0140989850041,0.0280507790178,-0.00112766421392,-0.10318637585
111,2420,101522.273676,0,6.58798962472,16589.4749199,119910532.033,dropped_horizon_backward,14978305.3501,115092.989989,28189.4106094,19066.7070142,1158691.80783,637043.810214,789581.691614,72123375.4314,116718890.071,22569424.8452,15426792.7054,115102.996212,28189.620615,19066.8358102,1158813.5299,637074.532052,789604.849001,74144685.3634,119890197.702,22570274.5368,0.942624118719,-2.23581025813,-2.9742462989,-3.39359653701,-0.00589195300971,-0.00249310649326,-0.015236883564,0.0271368620852,-0.00110969415596,-0.102770715218
112,2440,99760.1160629,0,6.65635891269,16589.7326426,120742785.755,dropped_horizon_backward,15426792.7054,115102.996212,28189.620615,19066.8358102,1158813.5299,637074.532052,789604.849001,74144685.3634,119890197.702,22570274.5368,15470814.5973,115217.95882,28189.6793427,19067.9967919,1159591.01421,637490.18299,789840.438174,74484552.6345,120722218.27,22589635.1831,0.947786312623,-2.23859916246,-2.97434837138,-3.39283902192,-0.00583167763782,-0.00257073518666,-0.0159307434974,0.0265616878666,-0.00110616885967,-0.102060917782
113,2460,36249.3710468,0,6.65638249625,16589.7565048,120743657.729,dropped_horizon_backward,15470814.5973,115217.95882,28189.6793427,19067.9967919,1159591.01421,637490.18299,789840.438174,74484552.6345,120722218.27,22589635.1831,15470861.4202,115228.095923,28189.8037558,19068.1316095,1159708.47452,637530.614347,789869.714715,74485204.2513,120723085.718,22590506.8925,0.947788084126,-2.23853877053,-2.97441095594,-3.39284723367,-0.00583468693596,-0.00257592318255,-0.0159226381387,0.0265607429046,-0.00110614050182,-0.102068731298
114,2480,0,62.1036974815,6.64142376864,16590.0436432,120793466.738,dropped_horizon_backward,15470861.4202,115228.095923,28189.8037558,19068.1316095,1159708.47452,637530.614347,789869.714715,74485204.2513,120723085.718,22590506.8925,15474649.861,115322.919873,28189.8910315,19069.0790426,1161059.26818,638005.871329,790060.101526,74510887.7058,120772820.302,22594308.1474,0.946663181745,-2.23490574266,-2.97452547816,-3.39181526883,-0.00568634708506,-0.00247699743517,-0.0161012081912,0.0264426924621,-0.00108565504979,-0.102123137839
115,2500,105912.878743,0,6.61430182033,16595.4886322,121570919.549,dropped_horizon_backward,15474649.861,115322.919873,28189.8910315,19069.0790426,1161059.26818,638005.871329,790060.101526,74510887.7058,120772820.302,22594308.1474,15527842.8137,116986.337578,28190.69999,19084.7137949,1183846.99183,644961.571931,792521.558627,74871764.167,121551265.04,22722958.3388,0.944617123536,-2.25144844764,-2.97542318572,-3.40025024771,-0.00522792792191,-0.00281049714846,-0.016645013609,0.0268072154573,-0.00108254486052,-0.103269253353
116,2520,66045.9582885,0,6.59013877393,16595.7544861,123922534.71,dropped_horizon_backward,15527842.8137,116986.337578,28190.69999,19084.7137949,1183846.99183,644961.571931,792521.558627,74871764.167,121551265.04,22722958.3388,15807478.8125,117101.98625,28190.7185678,19085.8697031,1185085.10374,645416.988861,792798.365679,76352195.6938,123902564.315,22743295.419,0.942787203276,-2.2497261374,-2.97421023462,-3.39945374794,-0.0051733026165,-0.00266772918508,-0.0164612609516,0.0271127184016,-0.00105773425066,-0.103272625832
117,2540,63867.8059844,0,6.59290010306,16596.688986,127109153.642,dropped_horizon_backward,15807478.8125,117101.98625,28190.7185678,19085.8697031,1185085.10374,645416.988861,792798.365679,76352195.6938,123902564.315,22743295.419,16229305.7536,117415.153911,28190.7510891,19089.0244509,1187636.50241,646396.489503,793616.336661,78626129.8577,127088243.409,22775899.1086,0.942996664023,-2.25122862185,-2.97350139856,-3.39976154779,-0.00505690645876,-0.00264637184295,-0.0168476176484,0.026876916959,-0.00102847183829,-0.103192068412
118,2560,100193.598224,0,6.63998900145,16596.7204628,130848523.976,dropped_horizon_backward,16229305.7536,117415.153911,28190.7510891,19089.0244509,1187636.50241,646396.489503,793616.336661,78626129.8577,127088243.409,22775899.1086,16768576.1556,117420.683033,28190.7555571,19089.0848137,1187708.87164,646417.350745,793632.231718,81038212.5279,130828075.704,22781837.4069,0.946555153539,-2.25303864914,-2.97439838274,-3.39984770653,-0.00503273954727,-0.00275996632774,-0.0178241944812,0.0260123270044,-0.00100426125246,-0.102868013834
119,2580,98512.8078684,0,6.59719588323,16597.5231178,131978904.216,dropped_horizon_backward,16768576.1556,117420.683033,28190.7555571,19089.0848137,1187708.87164,646417.350745,793632.231718,81038212.5279,130828075.704,22781837.4069,16836168.7005,117770.270152,28193.4760744,19093.0453367,1191015.15353,647129.175308,794577.805458,81510391.441,131959005.134,22822961.7367,0.943322346287,-2.25122919661,-2.97454493467,-3.40050711364,-0.0043602960987,-0.00253798712,-0.0179275675463,0.0261892078452,-0.00102327250747,-0.103160534381
120,2600,35982.4718609,0,6.59722520421,16597.569689,131980149.405,dropped_horizon_backward,16836168.7005,117770.270152,28193.4760744,19093.0453367,1191015.15353,647129.175308,794577.805458,81510391.441,131959005.134,22822961.7367,16836253.8088,117792.427236,28193.6279426,19093.3116025,1191194.10748,647208.456908,794647.165974,81511167.1808,131960245.225,22824625.5209,0.943324568513,-2.25125431938,-2.97459199792,-3.4005446872,-0.00436969472891,-0.00254337302148,-0.0179179518623,0.0261886396486,-0.00102314693586,-0.103169104177
121,2620,0,45.2615603719,6.58431335517,16597.7412006,132026450.332,dropped_horizon_backward,16836253.8088,117792.427236,28193.6279426,19093.3116025,1191194.10748,647208.456908,794647.165974,81511167.1808,131960245.225,22824625.5209,16839996.2383,117855.9643,28193.631812,19093.9555235,1192174.21561,647602.753248,794817.542658,81535754.8443,132006451.222,22827902.7667,0.942345027838,-2.24940977042,-2.97402631427,-3.39984715074,-0.00424943083394,-0.00243640759776,-0.018248646177,0.0260603554472,-0.00102239910831,-0.103160757446
122,2640,45146.7978219,0,6.55492943254,16602.4885948,132783090.862,dropped_horizon_backward,16839996.2383,117855.9643,28193.631812,19093.9555235,1192174.21561,647602.753248,794817.542658,81535754.8443,132006451.222,22827902.7667,16891970.9625,119276.984436,28194.4318154,19108.0433822,1212165.37957,654082.139215,797229.690697,81886426.8679,132764000.681,22950229.609,0.940108675859,-2.26988525872,-2.9731085843,-3.4093542103,-0.00379789226017,-0.0027438309418,-0.0187891097622,0.0265454824119,-0.00101477351773,-0.104202404087
123,2660,6391.44248352,0,6.53141306811,16602.6685753,135006010.105,dropped_horizon_backward,16891970.9625,119276.984436,28194.4318154,19108.0433822,1212165.37957,654082.139215,797229.690697,81886426.8679,132764000.681,22950229.609,17153304.0833,119367.747795,28194.4599078,19109.0035808,1213338.86537,654508.496054,797506.940417,83263437.6427,134986665.739,22970551.217,0.93831165811,-2.26841238264,-2.97206620018,-3.40875156799,-0.00375811569224,-0.00262449685305,-0.0186219475898,0.0268283827716,-0.00099439244568,-0.104241760255
124,2680,3324.40331275,0,6.54922914552,16603.1547039,137438546.063,dropped_horizon_backward,17153304.0833,119367.747795,28194.4599078,19109.0035808,1213338.86537,654508.496054,797506.940417,83263437.6427,134986665.739,22970551.217,17426300.533,119569.737109,28194.4653125,19111.1434099,1215094.73391,655237.427351,798173.175226,84959485.4338,137418416.742,22990696.8192,0.939673677507,-2.26925413631,-2.97145240072,-3.40819833347,-0.00368093419979,-0.00259275017702,-0.0188092152494,0.0267625598079,-0.00097949896242,-0.103943645734
125,2700,4089.96346685,0,6.54145641568,16603.1959624,138349375.369,dropped_horizon_backward,17426300.533,119569.737109,28194.4653125,19111.1434099,1215094.73391,655237.427351,798173.175226,84959485.4338,137418416.742,22990696.8192,17538015.3549,119579.439613,28194.4973632,19111.251819,1215179.05552,655266.811307,798205.101521,85593593.4308,138329253.638,22996677.3699,0.939079917103,-2.2687579392,-2.9710010828,-3.40791669975,-0.00366825693999,-0.0025310014031,-0.0187297034491,0.026889203907,-0.000971907473141,-0.103934031216
