window,start_idx,cost,feasibility,mass_estimate,min_info_eig,max_info_eig,extraction_status,arrival_prior_diag_0,arrival_prior_diag_1,arrival_prior_diag_2,arrival_prior_diag_3,arrival_prior_diag_4,arrival_prior_diag_5,arrival_prior_diag_6,arrival_prior_diag_7,arrival_prior_diag_8,arrival_prior_diag_9,marginal_hessian_diag_0,marginal_hessian_diag_1,marginal_hessian_diag_2,marginal_hessian_diag_3,marginal_hessian_diag_4,marginal_hessian_diag_5,marginal_hessian_diag_6,marginal_hessian_diag_7,marginal_hessian_diag_8,marginal_hessian_diag_9,theta_0,theta_1,theta_2,theta_3,theta_4,theta_5,theta_6,theta_7,theta_8,theta_9
0,200,4121.92063829,0,6.96866357447,16000.0000815,694222.79703,dropped_horizon_backward,656000,16000,16000,16000,16000,16000,16000,16000,16000,16000,693667.285366,16000.8873103,16000.008214,16000.0080953,16018.9801137,16003.4136261,16000.2899213,233102.313252,683710.581111,17576.9463254,0.970711733357,-2.17014690274,-3.00665042166,-3.38090702169,-0.000509751643748,0.000177565876395,-0.00640363050917,0.0237314011842,9.41830402373e-06,-0.010129741673
1,220,5941.1647638,0,6.9714340719,16000.0003552,694878.626614,dropped_horizon_backward,693667.285366,16000.8873103,16000.008214,16000.0080953,16018.9801137,16003.4136261,16000.2899213,233102.313252,683710.581111,17576.9463254,694071.782798,16061.1093831,16000.1147944,16000.5059701,16602.982155,16096.7590339,16008.7843109,234609.675042,693537.642198,27764.1710336,0.970910476403,-2.16688362621,-3.00667778339,-3.38061611984,-0.00041735056704,2.8398348089e-06,-0.00740304936207,0.0196751808255,-8.50826360824e-05,-0.0651655320999
2,240,8426.32416165,0,6.32017635422,16000.0036313,4791192.85514,dropped_horizon_backward,694071.782798,16061.1093831,16000.1147944,16000.5059701,16602.982155,16096.7590339,16008.7843109,234609.675042,693537.642198,27764.1710336,1128637.72614,17094.3903681,16000.1486096,16009.9388363,29654.1672825,18231.897312,16144.8022507,2522596.25301,4790344.60417,116854.042439,0.921873555959,-2.18199972686,-3.00668395678,-3.38203658952,0.00018500826974,-0.00508708716789,-0.00522116411026,0.0381863304661,0.000157997983902,-0.105014577666
3,260,2407.92479075,0,6.46854670464,16000.0065976,5662243.21481,dropped_horizon_backward,1128637.72614,17094.3903681,16000.1486096,16009.9388363,29654.1672825,18231.897312,16144.8022507,2522596.25301,4790344.60417,116854.042439,1241560.88258,17145.9090922,16000.1501426,16010.3463606,30245.478623,18317.7999137,16162.7309697,3024859.29345,5661621.18141,118662.200721,0.933475731335,-2.18859338917,-3.00668317385,-3.38265261296,0.000876340440005,-0.0051620714496,-0.00376938333395,0.0406883192379,0.000153267615558,-0.110384635474
4,280,2858.3487524,0,6.5138649824,16000.0066809,6520524.4519,dropped_horizon_backward,1241560.88258,17145.9090922,16000.1501426,16010.3463606,30245.478623,18317.7999137,16162.7309697,3024859.29345,5661621.18141,118662.200721,1350135.44032,17148.5369672,16000.150225,16010.3671389,30266.059738,18324.1083518,16163.5748097,3528901.54203,6520040.1764,118936.511945,0.936966489672,-2.18601797025,-3.00668428234,-3.38240868927,0.000637925851663,-0.0051111479851,-0.00415368942926,0.038628246836,0.000147683339245,-0.107404649331
5,300,3600.44094364,0,6.54917287098,16000.0076453,7439807.89415,dropped_horizon_backward,1350135.44032,17148.5369672,16000.150225,16010.3671389,30266.059738,18324.1083518,16163.5748097,3528901.54203,6520040.1764,118936.511945,1465280.37967,17149.0962278,16000.1539899,16010.3722149,30271.9503614,18327.5810149,16167.6869205,4079140.28769,7439357.58068,118986.589252,0.939669381217,-2.18545465255,-3.00668630557,-3.38235091355,0.000729624002761,-0.00503208405535,-0.00503409461784,0.036090787398,0.000127069018407,-0.107470899961
6,320,3525.6033449,0,6.58487414593,16000.0077633,8373728.01699,dropped_horizon_backward,1465280.37967,17149.0962278,16000.1539899,16010.3722149,30271.9503614,18327.5810149,16167.6869205,4079140.28769,7439357.58068,118986.589252,1581883.05711,17149.4920067,16000.1571263,16010.3757843,30275.8838729,18328.792259,16168.3551456,4637029.75115,8373303.93301,119040.056282,0.942387611388,-2.18483980611,-3.00668836461,-3.38228891181,0.000736785703296,-0.00498416935781,-0.00518782123102,0.034037723399,0.000123878825362,-0.107294031173
7,340,3235.41034409,0,6.61851784735,16000.0078937,9308388.70912,dropped_horizon_backward,1581883.05711,17149.4920067,16000.1571263,16010.3757843,30275.8838729,18328.792259,16168.3551456,4637029.75115,8373303.93301,119040.056282,1698747.32342,17149.741071,16000.1586046,16010.3779833,30278.368321,18329.7564578,16169.1322551,5194039.20377,9307978.41323,119130.136549,0.944935727377,-2.18411705858,-3.00668949763,-3.38221758979,0.000670513235783,-0.00497139771231,-0.00534915827812,0.0323557530951,0.000121157575796,-0.106777099638
8,360,2710.20814356,0,6.64997457288,16000.0126344,10237533.6224,dropped_horizon_backward,1698747.32342,17149.741071,16000.1586046,16010.3779833,30278.368321,18329.7564578,16169.1322551,5194039.20377,9307978.41323,119130.136549,1815034.11308,17149.869621,16000.4200236,16010.4386637,30292.4526856,18334.0761151,16174.9490745,5745399.87104,10237080.4095,119900.610877,0.947306515517,-2.18303459128,-3.00666129254,-3.38211108939,-0.000487748019937,-0.00582447440234,-0.00536196721644,0.0309408580173,0.000141690600487,-0.105499835739
9,380,2040.9998386,0,6.65514779172,16000.2663527,13175865.0817,dropped_horizon_backward,1815034.11308,17149.869621,16000.4200236,16010.4386637,30292.4526856,18334.0761151,16174.9490745,5745399.87104,10237080.4095,119900.610877,2062747.4904,17156.3234291,17908.9193609,16463.2719986,117366.732979,43990.6233874,60154.200543,6890087.9721,13097285.1696,3241566.04803,0.947695329611,-2.18990861671,-2.97824933846,-3.36834684447,-0.00736710022072,-0.0264750323045,0.0325376022414,0.0297671482749,0.00406412661202,-0.121275509444
10,400,4324.34612524,0,6.70325952561,16005.9435668,13951910.6873,dropped_horizon_backward,2062747.4904,17156.3234291,17908.9193609,16463.2719986,117366.732979,43990.6233874,60154.200543,6890087.9721,13097285.1696,3241566.04803,2157526.26162,17158.0685134,18171.6837157,16515.1408242,133511.028123,119110.438401,79998.072867,7328199.6517,13858372.087,3744044.77713,0.951296952228,-2.18650991058,-2.96209533099,-3.36023853312,-0.0134331586113,0.0099623214897,0.0137649137939,0.028293739207,0.00425551278526,-0.114868051037
11,420,4358.11869672,0,6.7176260985,16006.336562,14503090.0803,dropped_horizon_backward,2157526.26162,17158.0685134,18171.6837157,16515.1408242,133511.028123,119110.438401,79998.072867,7328199.6517,13858372.087,3744044.77713,2264259.14272,17158.3366052,18193.9850655,16519.5024123,134874.546312,119524.158294,80731.3987214,7795168.95023,14342190.3492,4030669.49501,0.952367416486,-2.18520384701,-2.95526996919,-3.35737194884,-0.0100804461353,0.0106870225991,0.0152880967573,0.0275831371964,0.00427062361354,-0.112698598933
12,440,3609.48618267,0,6.72072785905,16006.3667261,15070165.4685,dropped_horizon_backward,2264259.14272,17158.3366052,18193.9850655,16519.5024123,134874.546312,119524.158294,80731.3987214,7795168.95023,14342190.3492,4030669.49501,2384717.03217,17159.1963707,18194.948772,16519.6927464,134937.399555,119537.875679,80758.3887484,8304092.36997,14792476.2172,4426936.03756,0.952598230514,-2.18529354421,-2.95384551365,-3.35680970545,-0.0095116126447,0.0111634892729,0.0149609582883,0.027035399505,0.00422542445212,-0.112203498316
13,460,3307.98810557,0,6.72418401417,16006.3971788,15635938.9517,dropped_horizon_backward,2384717.03217,17159.1963707,18194.948772,16519.6927464,134937.399555,119537.875679,80758.3887484,8304092.36997,14792476.2172,4426936.03756,2507785.47148,17159.3047364,18195.0970849,16519.7204986,134940.337554,119539.534448,80760.1048089,8814714.80466,15202058.088,4890109.45898,0.952855290972,-2.18542191949,-2.95496339473,-3.35737862695,-0.00961563259523,0.011172823402,0.0149181708793,0.0266804970888,0.00429920986964,-0.11260267822
14,480,3320.36043995,0,6.74708701777,16013.34876,17214423.528,dropped_horizon_backward,2507785.47148,17159.3047364,18195.0970849,16519.7204986,134940.337554,119539.534448,80760.1048089,8814714.80466,15202058.088,4890109.45898,2550626.47495,17170.5654844,20551.4662792,16989.3139588,287601.10587,153693.229092,151456.809576,9177543.90223,16679690.936,7371615.60086,0.954555429408,-2.18581369508,-2.91353304921,-3.33861557424,-0.0169749529343,0.0371047711846,0.000212323614504,0.0262628126605,0.00272185908005,-0.11212318357
15,500,4012.81651912,0,6.70985551665,16040.0461997,20580738.1768,dropped_horizon_backward,2550626.47495,17170.5654844,20551.4662792,16989.3139588,287601.10587,153693.229092,151456.809576,9177543.90223,16679690.936,7371615.60086,2808596.14604,17187.1135483,21521.125929,17193.5623133,356562.652157,197410.812012,192287.05045,10306724.6059,19782060.7,9237589.20751,0.951788709106,-2.18466632451,-2.95347350828,-3.35144560665,-0.0166855713451,0.012102137595,-0.0163441767511,0.0264372347815,-0.000626550196286,-0.110415076207
16,520,5034.38705202,0,6.72663812326,16040.6203734,21599571.1917,dropped_horizon_backward,2808596.14604,17187.1135483,21521.125929,17193.5623133,356562.652157,197410.812012,192287.05045,10306724.6059,19782060.7,9237589.20751,2932611.65557,17188.6576649,21563.6626104,17201.9642139,358839.54672,198609.289915,193774.137079,10880531.2693,20761981.3258,9334890.24661,0.953037741464,-2.18403222347,-2.94845975446,-3.34917482994,-0.0166972599837,0.0129138978883,-0.0169950347872,0.0265989737984,-0.000125314269554,-0.108969964065
17,540,4167.25943121,0,6.72386552591,16040.6316101,22467790.8651,dropped_horizon_backward,2932611.65557,17188.6576649,21563.6626104,17201.9642139,358839.54672,198609.289915,193774.137079,10880531.2693,20761981.3258,9334890.24661,3046830.24851,17189.8003539,21564.1245446,17202.0640935,358872.936443,198615.412467,193797.980776,11415865.6154,21633521.2282,9348245.52808,0.952831608113,-2.18417953348,-2.94846802753,-3.34911950726,-0.0169866525554,0.0125628700121,-0.0172093815624,0.0263658754941,0.000227891273116,-0.108895284129
18,560,3398.29724255,0,6.72818349016,16040.6337371,23324737.9937,dropped_horizon_backward,3046830.24851,17189.8003539,21564.1245446,17202.0640935,358872.936443,198615.412467,193797.980776,11415865.6154,21633521.2282,9348245.52808,3162597.94167,17189.9266321,21564.2854553,17202.1016159,358881.209152,198617.132607,193804.434648,11962654.6882,22531615.2909,9349248.18598,0.953152597458,-2.18409697155,-2.94831790746,-3.34904654076,-0.0168132710966,0.0127325234805,-0.0175476267383,0.026058484589,3.94210833741e-05,-0.108876742196
19,580,3177.71086128,0,6.74017957987,16051.5100479,25090367.6311,dropped_horizon_backward,3162597.94167,17189.9266321,21564.2854553,17202.1016159,358881.209152,198617.132607,193804.434648,11962654.6882,22531615.2909,9349248.18598,3311245.11889,17195.9798438,23918.3200637,17703.1880307,452145.922363,225123.21905,242644.058581,12814482.2234,24572027.2359,11581664.3872,0.954043284233,-2.18433515356,-2.94526581667,-3.34649452738,-0.0107671129861,0.0104001293646,-0.0223488590231,0.0255645492078,-0.000280146404095,-0.109974209422
20,600,1527.5819545,0,6.75360304358,16056.3176696,26533402.0613,dropped_horizon_backward,3311245.11889,17195.9798438,23918.3200637,17703.1880307,452145.922363,225123.21905,242644.058581,12814482.2234,24572027.2359,11581664.3872,3480697.64603,17209.4074385,24247.1330557,17777.3325808,481157.442171,232028.11894,259941.883035,13606257.3884,26118245.4345,12290571.0302,0.955038073353,-2.18494318301,-2.96866787797,-3.35740050147,-0.0108028069644,0.00512671772915,-0.0213044675066,0.0254889307065,-0.00133098438888,-0.110905541366
21,620,4807.8106804,0,6.76972719802,16057.817101,27022916.9859,dropped_horizon_backward,3480697.64603,17209.4074385,24247.1330557,17777.3325808,481157.442171,232028.11894,259941.883035,13606257.3884,26118245.4345,12290571.0302,3570425.41346,17211.6083754,24362.7899595,17803.3428413,488594.884647,234533.843617,263816.161886,14014094.213,26674565.61,12611693.8094,0.956230395199,-2.18412561341,-2.96618108383,-3.35704838001,-0.0118319068899,0.00712963135196,-0.0201501510643,0.0253186081465,-0.00149343692313,-0.109761921515
22,640,4472.67825589,0,6.76985455307,16057.8671164,27404015.8353,dropped_horizon_backward,3570425.41346,17211.6083754,24362.7899595,17803.3428413,488594.884647,234533.843617,263816.161886,14014094.213,26674565.61,12611693.8094,3687718.55587,17213.4452206,24367.3075785,17804.5290792,488877.811665,234616.391715,264006.38302,14522706.984,27164689.1549,12941837.6893,0.956239801328,-2.18478325204,-2.96445428057,-3.35639364617,-0.0122597269189,0.00788791805408,-0.0203088142065,0.0250222884243,-0.0014404684586,-0.10941126022
23,660,3820.3646885,0,6.77102372482,16057.8742138,27739317.9621,dropped_horizon_backward,3687718.55587,17213.4452206,24367.3075785,17804.5290792,488877.811665,234616.391715,264006.38302,14522706.984,27164689.1549,12941837.6893,3809452.36343,17214.0635272,24367.717532,17804.6470632,488896.747836,234619.219302,264025.089239,15038672.3376,27592426.4509,13372814.8951,0.956326145192,-2.18517286047,-2.96575000966,-3.35700424428,-0.0122537262857,0.00769095588996,-0.0202643576351,0.0247985667789,-0.00157222601487,-0.10966346163
24,680,3818.06869576,0,6.78008508184,16060.8759658,28210908.1998,dropped_horizon_backward,3809452.36343,17214.0635272,24367.717532,17804.6470632,488896.747836,234619.219302,264025.089239,15038672.3376,27592426.4509,13372814.8951,3908914.05068,17217.0973397,24689.1303261,17878.3149124,503035.694687,238399.708042,270093.768168,15465381.4041,28095384.5106,13872588.8669,0.956994825408,-2.18482457384,-2.96290010237,-3.35599851667,-0.012672122586,0.00835556242776,-0.0192392825542,0.0247270106447,-0.00156158735638,-0.109525955872
25,700,4755.90486133,0,6.76417716248,16072.1235351,29423745.4582,dropped_horizon_backward,3908914.05068,17217.0973397,24689.1303261,17878.3149124,503035.694687,238399.708042,270093.768168,15465381.4041,28095384.5106,13872588.8669,4040888.10613,17241.3892302,26570.5280509,18339.770701,572872.386358,257106.593459,304430.719177,16121229.4636,29354011.3647,15807009.0191,0.955820311331,-2.18234341222,-3.00543029314,-3.37761691028,-0.0140951272098,0.00877934474194,-0.0238401780935,0.024712524765,-0.000999145092731,-0.105118335811
26,720,5903.51056376,0,6.77754091907,16074.9929486,30853083.6697,dropped_horizon_backward,4040888.10613,17241.3892302,26570.5280509,18339.770701,572872.386358,257106.593459,304430.719177,16121229.4636,29354011.3647,15807009.0191,4205462.8579,17250.0674426,26738.0958191,18378.8179066,583865.26821,262317.433024,310471.771818,16873421.1922,30821407.8423,16158934.9408,0.95680716993,-2.18227052179,-3.00336395168,-3.3756552463,-0.0133815028342,0.00820387835061,-0.027215847432,0.0247422394143,-0.0009079321801,-0.104060250249
27,740,9714.13577387,0,6.77805496189,16075.0058288,31695785.9108,dropped_horizon_backward,4205462.8579,17250.0674426,26738.0958191,18378.8179066,583865.26821,262317.433024,310471.771818,16873421.1922,30821407.8423,16158934.9408,4318465.48917,17250.4528365,26741.0936043,18379.5234272,584038.5487,262366.388275,310593.986524,17399338.3055,31671296.0133,16184448.3263,0.956845091009,-2.18227846709,-3.00216745307,-3.37513841129,-0.0131340885591,0.00865553446573,-0.0271991518377,0.0246916853852,-0.00114115482174,-0.103922234396
28,760,7348.8404204,0,6.77776616568,16075.0471993,32568588.9324,dropped_horizon_backward,4318465.48917,17250.4528365,26741.0936043,18379.5234272,584038.5487,262366.388275,310593.986524,17399338.3055,31671296.0133,16184448.3263,4433625.17193,17251.4556274,26741.2535077,18379.5540473,584044.769696,262369.390644,310604.169604,17936986.7114,32546327.7125,16189422.4285,0.956823786787,-2.18263957858,-3.00219065088,-3.3750664821,-0.0130546400929,0.00865063112877,-0.027405005843,0.0245455420769,-0.00117841297645,-0.103919724884
29,780,7123.0922927,0,6.78012665281,16075.0633425,33444319.5983,dropped_horizon_backward,4433625.17193,17251.4556274,26741.2535077,18379.5540473,584044.769696,262369.390644,310604.169604,17936986.7114,32546327.7125,16189422.4285,4548924.92647,17252.0442172,26741.3202613,18379.569768,584051.259947,262371.712696,310608.040239,18472579.9004,33422884.5916,16190625.5704,0.956997891067,-2.18277199889,-3.00224614181,-3.37505930238,-0.0131851002785,0.00844082930897,-0.0275994710915,0.0243995692432,-0.000980643366209,-0.103894263855
30,800,7264.5565489,0,6.77818713833,16077.1436285,35456887.2168,dropped_horizon_backward,4548924.92647,17252.0442172,26741.3202613,18379.569768,584051.259947,262371.712696,310608.040239,18472579.9004,33422884.5916,16190625.5704,4756338.93184,34619.7742666,26750.7575962,18543.4949261,704750.189708,314833.670285,352707.782572,20483959.3349,35421472.817,17075154.4654,0.956854841236,-2.15987567005,-3.0061162267,-3.37470656865,-0.00886969761697,0.0036717756431,-0.028660246073,0.0243044265197,-0.000650683871389,-0.104819648613
31,820,8153.76300906,0,6.71050526338,16077.2647608,36186625.3664,dropped_horizon_backward,4756338.93184,34619.7742666,26750.7575962,18543.4949261,704750.189708,314833.670285,352707.782572,20483959.3349,35421472.817,17075154.4654,4844980.87081,37772.2036192,26751.9282837,18574.4664753,735470.695907,326605.972684,359098.171618,21060096.6539,36157426.5982,17340617.678,0.951837124103,-2.16891627333,-2.98806121662,-3.36767208662,-0.00725994366226,0.00621336879441,-0.0267179304084,0.026983041024,-0.000668226180372,-0.102424439045
32,840,11570.9840277,0,6.694323533,16077.34303,36722131.1525,dropped_horizon_backward,4844980.87081,37772.2036192,26751.9282837,18574.4664753,735470.695907,326605.972684,359098.171618,21060096.6539,36157426.5982,17340617.678,4904766.89939,38562.8388553,26752.1543861,18580.6806441,741095.225256,329209.498536,362021.11576,21360756.8133,36695123.9579,17564046.4794,0.950629966706,-2.18685087238,-2.99474063949,-3.37209570305,-0.00783391120443,0.00478323225939,-0.0221007122082,0.0277337393799,-0.000687824637616,-0.103791000297
33,860,9317.329285,0,6.67753522704,16077.3452573,37393983.586,dropped_horizon_backward,4904766.89939,38562.8388553,26752.1543861,18580.6806441,741095.225256,329209.498536,362021.11576,21360756.8133,36695123.9579,17564046.4794,4995036.29253,38581.9159398,26752.1595813,18580.8396898,741214.024795,329271.837147,362105.287132,21663167.0124,37367786.7212,17805414.2547,0.949374470736,-2.19054877939,-2.99896337407,-3.37441214493,-0.00827251516241,0.00428423660138,-0.0199717147427,0.0283591698923,-0.000655040565037,-0.104647650468
34,880,8554.20445316,0,6.6939050437,16077.3500588,38078657.4813,dropped_horizon_backward,4995036.29253,38581.9159398,26752.1595813,18580.8396898,741214.024795,329271.837147,362105.287132,21663167.0124,37367786.7212,17805414.2547,5081572.89474,38582.2636567,26752.1596965,18580.8425813,741217.921171,329274.015808,362107.606333,21992976.9411,38052960.7712,18005361.3561,0.950598708702,-2.19031794618,-2.99799268121,-3.37392060966,-0.00819792615949,0.00435945615238,-0.0205501319071,0.0280870571202,-0.000639507296574,-0.104341083877
35,900,8529.14073511,0,6.70571968376,16077.5825543,38730498.3966,dropped_horizon_backward,5081572.89474,38582.2636567,26752.1596965,18580.8425813,741217.921171,329274.015808,362107.606333,21992976.9411,38052960.7712,18005361.3561,5152886.97852,40728.7518701,26752.8717897,18598.4274506,755412.042979,337738.694973,374682.805931,22260648.5924,38707513.6615,18337067.4513,0.951480423179,-2.187347611,-2.99204849625,-3.37095477488,-0.0075858504585,0.00496597318837,-0.0222019757728,0.0279211596021,-0.000667383173198,-0.103255522285
36,920,7221.04668515,0,6.65125492043,16077.7970827,39511112.7776,dropped_horizon_backward,5152886.97852,40728.7518701,26752.8717897,18598.4274506,755412.042979,337738.694973,374682.805931,22260648.5924,38707513.6615,18337067.4513,5285501.29441,42583.9916847,26754.1724371,18615.3033769,791660.232379,356648.704357,382783.596518,22727920.0685,39491771.5997,18978061.1351,0.947402773352,-2.13481799686,-2.9722598676,-3.35742604291,-0.00469835252131,0.00678763285713,-0.034324734603,0.0272412173648,-0.000648680898134,-0.100377246319
37,940,4532.01449885,0,6.68260453548,16081.890379,41151215.1477,dropped_horizon_backward,5285501.29441,42583.9916847,26754.1724371,18615.3033769,791660.232379,356648.704357,382783.596518,22727920.0685,39491771.5997,18978061.1351,5537924.83244,52882.0675151,26754.2065641,18685.9009927,846102.590782,429422.437849,498436.97234,24558176.2476,41120725.6463,19546916.334,0.949753906039,-2.13650316213,-2.97090287639,-3.35731965423,-0.00445786339579,0.00469829139654,-0.0327605127516,0.028188104425,-0.00059951167996,-0.100125616795
38,960,7255.74421561,0,6.68475862583,16081.895408,41910465.1451,dropped_horizon_backward,5537924.83244,52882.0675151,26754.2065641,18685.9009927,846102.590782,429422.437849,498436.97234,24558176.2476,41120725.6463,19546916.334,5636062.7886,52895.4086867,26754.210738,18686.0092618,846204.583215,429489.0402,498502.145764,24996411.1062,41880936.7483,19548107.9344,0.949915051535,-2.13715870478,-2.9710900217,-3.35748918516,-0.00452633340856,0.00471109291807,-0.0323174746064,0.02838411308,-0.000591947172506,-0.100134604676
39,980,6562.11880732,0,6.67838200588,16081.9008229,42762250.8928,dropped_horizon_backward,5636062.7886,52895.4086867,26754.210738,18686.0092618,846204.583215,429489.0402,498502.145764,24996411.1062,41880936.7483,19548107.9344,5745765.40073,52897.5714127,26754.2128202,18686.0270428,846219.689633,429499.909553,498513.165723,25493259.027,42733498.0673,19548622.5246,0.949437871761,-2.13719680065,-2.97118338224,-3.35755130109,-0.00456530798387,0.00474104290655,-0.0320689405357,0.0285402179713,-0.000575432758025,-0.100201228589
40,1000,5503.06839519,0,6.67403990322,16081.9059682,43609471.0144,dropped_horizon_backward,5745765.40073,52897.5714127,26754.2128202,18686.0270428,846219.689633,429499.909553,498513.165723,25493259.027,42733498.0673,19548622.5246,5854789.74187,52898.3605746,26754.2189098,18686.0344932,846226.930541,429504.4148,498517.687223,25992366.988,43581354.0274,19548697.802,0.949112679609,-2.13717113015,-2.97121502766,-3.3575721939,-0.00458918452583,0.00476415499802,-0.0319342968552,0.0286321406295,-0.000560485139875,-0.100240936374
41,1020,5240.53757449,0,6.72151787732,16082.2155881,44704713.0289,dropped_horizon_backward,5854789.74187,52898.3605746,26754.2189098,18686.0344932,846226.930541,429504.4148,498517.687223,25992366.988,43581354.0274,19548697.802,5981341.68864,66866.4538342,26755.8083341,18799.8874352,944263.425778,495666.763319,584189.797913,26950045.2471,44686528.2959,20153673.8342,0.952657001816,-2.12319820551,-2.97583002191,-3.35847921686,-0.00368090504407,0.0028500552315,-0.0379907352443,0.0262033857213,-0.000613142206339,-0.100696717984
42,1040,9095.19367245,0,6.70804295114,16082.2983166,45857728.8871,dropped_horizon_backward,5981341.68864,66866.4538342,26755.8083341,18799.8874352,944263.425778,495666.763319,584189.797913,26950045.2471,44686528.2959,20153673.8342,6159980.27873,72811.6684157,26756.7573847,18851.1138361,983565.49916,529734.037029,620462.870932,28433626.5424,45831776.0234,20762212.3323,0.951653623456,-2.15329906554,-2.97286330816,-3.35944552757,-0.00388038663879,0.00244685453216,-0.0347692731631,0.0250344624408,-0.000565494213975,-0.100469346947
43,1060,6397.82028783,0,6.72051947472,16082.3045772,46674870.2478,dropped_horizon_backward,6159980.27873,72811.6684157,26756.7573847,18851.1138361,983565.49916,529734.037029,620462.870932,28433626.5424,45831776.0234,20762212.3323,6274133.81207,72938.319103,26756.758467,18852.1676212,984439.137403,530336.295161,621224.579993,28966651.0685,46648416.2631,20877637.1436,0.952582727166,-2.15552761796,-2.97461681426,-3.36036120327,-0.00398426420678,0.00216108558606,-0.0349303897196,0.0245478414174,-0.000555859323306,-0.10065960054
44,1080,5972.98741034,0,6.73656841163,16082.3077314,47435883.2304,dropped_horizon_backward,6274133.81207,72938.319103,26756.758467,18852.1676212,984439.137403,530336.295161,621224.579993,28966651.0685,46648416.2631,20877637.1436,6379186.05499,72940.4901027,26756.7675071,18852.1888178,984456.455215,530346.537587,621237.509406,29423299.5206,47409778.4288,20989496.1461,0.953775328765,-2.15613386124,-2.97614236627,-3.36106400476,-0.00403378043018,0.00193019290895,-0.0353400626736,0.0240996725723,-0.000551500663972,-0.100775136471
45,1100,5659.45631714,0,6.74975372739,16082.3110895,48217550.5602,dropped_horizon_backward,6379186.05499,72940.4901027,26756.7675071,18852.1888178,984456.455215,530346.537587,621237.509406,29423299.5206,47409778.4288,20989496.1461,6487045.92446,72941.035634,26756.7931645,18852.2002473,984463.135143,530349.38781,621241.653632,29886653.4766,48191910.2965,21103764.0633,0.954753009694,-2.15643126206,-2.97762096191,-3.36172254896,-0.00407936190356,0.0017180804151,-0.0357696823461,0.0236793263573,-0.000544953178546,-0.100906432367
46,1120,5388.53304394,0,6.7511822167,16082.4515049,49008257.1286,dropped_horizon_backward,6487045.92446,72941.035634,26756.7931645,18852.2002473,984463.135143,530349.38781,621241.653632,29886653.4766,48191910.2965,21103764.0633,6587261.58636,77978.3867762,26758.0870731,18893.3473492,1012597.8591,547647.037746,649889.312105,30642470.9901,48978110.5502,21368939.3537,0.954858816382,-2.18455561377,-2.97994035502,-3.36481237243,-0.0046134634087,0.000409240401178,-0.0314349005899,0.0234910928476,-0.000560273576025,-0.101434795083
47,1140,6238.11680516,0,6.76271129767,16083.1444886,50331750.4509,dropped_horizon_backward,6587261.58636,77978.3867762,26758.0870731,18893.3473492,1012597.8591,547647.037746,649889.312105,30642470.9901,48978110.5502,21368939.3537,6758759.93583,83688.4892987,26760.7939672,18951.8739962,1085136.49779,574922.259411,670522.60496,31369656.8096,50305233.0074,21795093.3599,0.95571194459,-2.22849176661,-2.97243112625,-3.36781718606,-0.00354235232548,0.00157528960778,-0.0274383447261,0.0257665215356,-0.000593530162052,-0.100222059563
48,1160,13142.3773585,0,6.75027882274,16083.1710992,51054704.8529,dropped_horizon_backward,6758759.93583,83688.4892987,26760.7939672,18951.8739962,1085136.49779,574922.259411,670522.60496,31369656.8096,50305233.0074,21795093.3599,6848974.19494,84062.9977619,26761.1401966,18954.6880034,1088214.19394,576337.915417,671434.185254,31763930.5673,51029995.395,21828172.4261,0.954791905552,-2.23142228137,-2.97274530727,-3.36821318133,-0.00362949548933,0.00155937944717,-0.0267879226105,0.0262723830558,-0.000583611131488,-0.100386736332
49,1180,10565.2523247,0,6.7383978228,16083.2179416,51951343.2068,dropped_horizon_backward,6848974.19494,84062.9977619,26761.1401966,18954.6880034,1088214.19394,576337.915417,671434.185254,31763930.5673,51029995.395,21828172.4261,6965840.1251,84065.9007177,26761.236879,18954.7062063,1088232.76139,576351.929979,671444.091652,32280803.4251,51927115.2517,21828421.3878,0.953911092457,-2.2312002207,-2.9727400486,-3.36823758871,-0.00366882158403,0.00158853027644,-0.0263521037106,0.0265836662612,-0.000567359093798,-0.10048733291
50,1200,9836.64453888,0,6.73418799376,16083.2483649,52812005.281,dropped_horizon_backward,6965840.1251,84065.9007177,26761.236879,18954.7062063,1088232.76139,576351.929979,671444.091652,32280803.4251,51927115.2517,21828421.3878,7078129.95315,84066.7477454,26761.305544,18954.709723,1088235.53515,576355.357905,671447.567859,32780695.3397,52788132.8858,21828655.4437,0.953598618725,-2.23109672043,-2.97270599917,-3.3682420522,-0.00369801019456,0.00160651423987,-0.0260522774206,0.0267809999632,-0.000554235709191,-0.100516717733
51,1220,10620.5886476,0,6.73198482317,16083.2718827,53662503.9217,dropped_horizon_backward,7078129.95315,84066.7477454,26761.305544,18954.709723,1088235.53515,576355.357905,671447.567859,32780695.3397,52788132.8858,21828655.4437,7189040.78911,84067.5253039,26762.3859881,18954.9294405,1088291.2311,576373.687011,671469.481703,33276934.7332,53639223.6396,21829890.4283,0.953435010947,-2.23099405893,-2.97273591486,-3.36826345168,-0.00374992922908,0.00164283459033,-0.0257898626837,0.026943639307,-0.000542166682468,-0.10053369019
