0,0,0,0,0,0,0.690962,-1.37976,8.27751,9.74014,-9.19735,2.08328,-4.43819,3.29326,4.53232,-6.71928,-1.41588,2.22039
0,0,0,0,0,0,0.630758,-1.35064,8.30805,9.72941,-9.13233,2.19091,-4.42744,3.25876,4.5174,-6.67075,-1.40506,2.25143
0,0,0,0,0,0,0.547554,-1.31929,8.33328,9.70482,-9.03873,2.31479,-4.40661,3.19806,4.48433,-6.60193,-1.39659,2.278
0,0,0,0,0,0,0.507981,-1.30562,8.33409,9.69193,-8.99527,2.36993,-4.39038,3.16524,4.46302,-6.56657,-1.39374,2.28576
0,0,0,0,0,0,0.472504,-1.29355,8.32545,9.67925,-8.95179,2.41773,-4.36728,3.13036,4.43631,-6.52767,-1.39161,2.28803
0,0,0,0,0,0,0.449993,-1.28721,8.30752,9.66645,-8.92354,2.43957,-4.34885,3.10607,4.4104,-6.50494,-1.39101,2.28273
0,0,0,0,0,0,0.437805,-1.28468,8.28351,9.65572,-8.90892,2.44108,-4.33579,3.09169,4.38669,-6.49532,-1.39126,2.2716
0,0,0,0,0,0,0.430753,-1.28609,8.25409,9.63933,-8.89545,2.4286,-4.32138,3.07863,4.36128,-6.48679,-1.39029,2.25368
0,0,0,0,0,0,0.42874,-1.28979,8.23403,9.63029,-8.89028,2.41537,-4.31376,3.06984,4.34697,-6.48535,-1.39328,2.24184
0,0,0,0,0,0,0.429362,-1.29632,8.2179,9.62226,-8.88881,2.39976,-4.30807,3.06061,4.33804,-6.48523,-1.3982,2.23071
0,0,0,0,0,0,0.432262,-1.30395,8.20725,9.61708,-8.89033,2.38366,-4.30544,3.0526,4.33573,-6.48627,-1.40418,2.22164
0,0,0,0,0,0,0.435277,-1.31004,8.2031,9.61353,-8.89246,2.37226,-4.30479,3.04723,4.33592,-6.48587,-1.4085,2.21469
0,0,0,0,0,0,0.435662,-1.31208,8.20304,9.61157,-8.89198,2.36889,-4.30444,3.04508,4.33532,-6.48413,-1.40929,2.21154
0,0,0,0,0,0,0.434953,-1.31202,8.20402,9.60988,-8.89017,2.369,-4.30417,3.04453,4.33396,-6.48199,-1.4085,2.20994
0,0,0,0,0,0,0.43394,-1.31138,8.20508,9.60866,-8.88836,2.37011,-4.30394,3.04459,4.3325,-6.48007,-1.40726,2.20896
0,0,0,0,0,0,0.432925,-1.31073,8.20579,9.60756,-8.88693,2.37119,-4.30362,3.04468,4.33088,-6.47843,-1.406,2.20794
0,0,0,0,0,0,0.431794,-1.30985,8.20652,9.60659,-8.88539,2.37265,-4.30335,3.04494,4.32928,-6.47686,-1.40465,2.2072
0,0,0,0,0,0,0.470297,-1.30586,8.19474,9.6166,-8.91403,2.33492,-4.31181,3.08935,4.31808,-6.51388,-1.40018,2.20029
0,0,0,0,0,0,0.831388,-1.27481,8.08571,9.71598,-9.18678,1.9817,-4.3923,3.49207,4.22902,-6.86222,-1.37149,2.14409
0,0,0,0,0,0,1.54981,-1.20539,7.88798,9.92004,-9.72783,1.29608,-4.55905,4.28609,4.06086,-7.54709,-1.32753,2.04332
