-2.14612,0.488805,3.9675,2.97142,0.420876,95.0139,7.4323,3.24601,149.363,-0.0374713,-0.00233214,0.231581
-1.60102,0.138359,2.4938,4.20072,-0.0438247,107.413,4.48024,2.54023,156.452,-0.0384805,-0.00211745,0.233987
-1.02717,0.0764404,1.75759,4.03267,0.068314,111.102,5.34042,2.56327,158.518,-0.0368686,-0.00144974,0.230399
-0.508403,0.0200249,0.941409,5.49161,-0.179849,118.192,2.97898,2.80458,165.274,-0.0412265,-0.0008838,0.245113
-0.269852,0.00857573,0.626224,5.65802,-0.0138744,121.042,3.97316,2.90349,167.238,-0.0420515,-0.000282983,0.247219
-0.175224,0.00434733,0.459941,6.69806,-0.0975278,119.748,2.56405,4.218,172.951,-0.0496186,0.00176988,0.280529
-0.114947,0.00176777,0.368643,7.07019,0.0128401,121.958,3.62465,4.40896,174.616,-0.0542512,0.00257912,0.293201
-0.091361,0.00116394,0.324026,7.6449,-0.235159,121.442,3.15782,5.36083,178.582,-0.0738848,0.00939453,0.376529
-0.0698006,0.000389534,0.286187,8.1668,-0.161803,122.877,4.32121,5.62362,179.919,-0.0931899,0.0122538,0.42704
-0.0631545,1.31078e-05,0.275847,8.40946,-0.681285,124.004,4.59697,6.49758,182.538,-0.193402,0.0435168,0.734965
-0.0535739,-0.000146376,0.257505,9.05516,-0.608975,124.711,5.88315,6.81655,183.594,-0.414471,0.0823754,1.15892
-0.0531561,-0.00152617,0.267044,8.88958,-2.1863,126.026,7.64401,6.66467,182.566,-15.4618,4.07323,25.0205
-0.0493905,-0.00119578,0.259915,9.40504,-2.06321,126.675,8.69527,6.55846,181,-21.1387,0.432987,52.5535
-0.0565445,-0.00373409,0.298079,8.05586,-5.02238,125.816,11.0574,4.69533,168.461,-21.0147,-5.2211,109.011
-0.0607412,-0.00354714,0.307876,8.12289,-5.02287,127.2,10.8703,4.84171,159.387,-19.4382,-6.00971,112.15
-0.0822743,-0.00960231,0.404224,6.03156,-8.34002,119.35,1.66827,2.46284,91.2516,-17.2514,-8.41091,132.283
-0.105029,-0.00828072,0.462206,6.37601,-8.48595,119.981,1.65095,2.7261,81.0247,-15.33,-8.54519,126.67
-0.159364,-0.0345807,0.701571,6.61705,-9.75442,120.314,-8.48025,0.00179307,13.627,-12.5373,-10.3929,140.851
-0.26988,-0.0595275,1.00282,7.14779,-10.035,120.09,-6.71617,-0.158604,10.6293,-11.1999,-10.5309,138.683
-1.24422,-1.08996,4.22709,8.24772,-10.3531,116.366,-2.17342,-0.0416281,3.25665,-5.46898,-11.0487,133.81
-7.63044,-4.17665,21.2396,8.87603,-10.4679,116.548,-1.24563,-0.0552071,2.06236,-4.54376,-11.1073,133.75
-7.49155,-1.89951,64.8278,8.84686,-7.09542,98.0481,-0.486281,-0.0172399,0.94179,0.405615,-11.7491,131.67
-6.13891,-0.7164,71.4147,9.60004,-6.81802,91.4052,-0.24925,-0.0120388,0.626714,1.52136,-11.2396,133.215
-0.838108,1.45069,93.0814,5.27089,-5.13459,58.3238,-0.148375,-0.00398474,0.444041,5.52561,-9.75451,131.15
0.822872,1.74813,89.5548,5.63149,-5.18671,52.21,-0.0942012,-0.0025641,0.360877,6.29981,-9.3418,132.433
5.02491,2.6189,113.147,0.437362,-3.88025,28.6631,-0.069602,0.000783986,0.305516,8.40962,-8.18043,131.948
6.12387,2.81673,110.438,0.243092,-3.70977,22.5836,-0.0506016,0.00135111,0.27101,9.11381,-7.88458,132.986
